text	label
#Museum, #Planes, #Red_Bull, #Friedrichshafen, #Nice, #Cool, #Good, #Fast, #Speed. @ Dornier Museum… http	positive
Hätte vielleicht doch was langes anziehen sollen..	negative
@user nichts.	neutral
@user geil, abends Äpfel essen, morgens besoffen \o/	positive
RT @user: Täglich fließen 300 Tonnen verseuchtes Wasser vor #Fukushima ins Meer und die Regioerung pocht auf die Sicherheit von Atomkr…	negative
Nicht vergessen: Das bissige #Musical Vergnügen heute im König Albert Theater! http	neutral
Huzur kumsalda :) (@ Beach Bar) http	positive
Routentracing zu dem Server zeigt jedenfalls nichts gutes an. Habe nirgendwo sonst Probleme. Spiele aber auch kaum was anderes online.	negative
RT @user: #Atmosphäre #Meer #Kalk #Kiel #Miesmuscheln Miesmuscheln wachsen auch im sauren Meer http	neutral
Gott sei Dank. Das 1:1. #Eintracht #SGE	positive
@user light mann light Nahrung #Opfer	negative
kein wunder (@user http	neutral
@user nope stimmt nicht (/.\) *wegschmelz*	positive
Unsicher? Ich? Da Lache ich doch. HA!	negative
Grunderwerbsteuer wird erhöht: Der Immobilienkauf wird teurer http	neutral
Im Allgemeinwissen bin ich am 'besten' #omg	positive
@user ein grauenhaftes erlebnis. war auch dort. unglaublich. einfach unglaublich.	negative
TV Beitrag: Reinsdorf Classic Cup 2013 - Zweiter Durchgang Lauf 01 http	neutral
@user nachtiii&lt;3	positive
&lt;- möchte milde kotzen	negative
@user Mit Blindheit geschlagen sein,ist hoffentlich nicht ansteckend #BTW13 http Zwangsbehandlungsgesetz 26.02.13	neutral
Neue Kollektion kommt! - Wir freuen uns demnächst die streng limitierte Seldom Nasty Kollektion... http	positive
RT @user: @user ihr macht euch öffentlich und wollt diskurs, also klag nicht, dass er öffentlich stattfindet @user…	negative
RT @user: Führungsstreit beendet: BER-Technikchef Amann abgesetzt http	neutral
...an mit rein durfte ;D bzw.... eigentlich pennte er ja im Sessel als ich ins Bad schlich ;D ;D na ja.. nun bin ich wieder wach :))	positive
endlich Bus erreicht ihr mongos #Matze_der_babo #ha_gayy	negative
Neue Autos stossen weniger Abgase aus: http #News #Liechtenstein	neutral
@user Könnt ihr bitte für gute Laune sorgen, die ich eigentlich schon habe, und Best Song Ever von One Direction spielen ? #Wunschhits :)	positive
Das interessiert mich gerade echt nicht. #Domian	negative
Langsam wird's hell draußen.	neutral
Süßer kleiner Elefant: Bad Wünnenberg | Kann zur Blumenablage genutzt werden!Bitte Abholung! http	positive
Halloween III spar ich mir. Aus Gründen. #Halloween http	negative
05:00 Die Bewölkung nimmt zu, es wird wärmer. In den nächsten 12 bis 24 Stunden sind Niederschläge möglich. Windig.	neutral
@user klare Linie bei dt. Außenpolitik wird jetzt schon gebraucht und von Schwarz-Gelb kommt nichts! #r2g wäre also klarer Fortschritt	positive
YOU CAN'T TWERK WITH US! *Gretchen Weiner voice.	negative
Wo? ortseingang Lichtenau! Genauer? B68! Richtung? aus Richtung Paderborn kommend! Wann? 30.08.2013 17:14 Uhr!	neutral
@user @user jetzt erst recht geteerten und auf Seltsames aufmerksam machen ;)	positive
sorry meine Internetverbindung ist schlecht der Live Stream wurde abgebrochen nächstes Mal am zehnten elften kommt ein neuer live stream	negative
Preisabschlag 50% Preis: 18,40 €. Textilien: Noppies Damen Umstandsmode Shirt/ Top, All over Druck 30311, Gr... http	neutral
Photo: Seebrücke um 02:02 Uhr. War schön :) (hier: Seebrücke) http	positive
RT @user: Obama trifft sich wegen #Schnowden Asyl nicht mit Putin. Menschenrechtsverletzungen der Russen waren bislang keine Absage …	negative
Hazard/Gefahr: AKW Fukushima: Radioaktiv belastetes Wasser fließt tonnenweise ins Meer http via @user	neutral
Lebe frei! http http #Freiheit	positive
Das Wetter?! RT @user: Macht kaputt, was euch nachts wach liegen lässt!	negative
Transfer angeblich perfekt - Real zahlt 99 Millionen Euro für Gareth Bale http	neutral
@user @user @user GLÜCKWUNSCH! Echt heftig platz3 0.0 !! Aber echt verdient &lt;3!!!! Besten:) #stricksockenswagger #3	positive
@user unachtsam *seufz*	negative
Vodafone definiert nach $130 Mrd. schweren Verkauf der Verizon Wireless Beteiligung das Gewinnziel neu. http #LGTNavigator	neutral
@user Kein Problem Süße! :)&lt;33	positive
"""Ich bin mehr so 'ne schöne, gelbe Banane."" #was o_O"	negative
@user Das wäre der erste Schritt, bevor man von den Piraten allgemein spricht. @user	neutral
TVG verliert nach guter Leistung 0:1 gegen Satrup (Pokal). Weiter kämpfen Männer!	positive
Ich werde gerade dezent nicht wach...	negative
Retweet if you want new followers? Schreibt halt was nettes, dann folgen euch die Leute von ganz allein. Ohne solche Drecksretweets #issso	neutral
@user: Ashley darf dann gerne auf eine aussichtslose Mission gehen... ^^	positive
@user seit monaten geht der mist hier wieder los.....warum blos?	negative
@user #Mainz vs. #Eintracht ...wär' doch was!? #dfbpokal	neutral
Als alter Boston Legal &amp; James Spader/Alan Shore Fan, freue ich mich auf den Serien Neustart in den USA #TheBlacklist http	positive
XBOCT äußerst sich negativ über Mitspieler http #esports	negative
"Gladbach:""Ter Stegen fehlt, Younes bricht ab, Arango individuell http #Gladbach"	neutral
@user und? Hast dus fertig? :P	positive
Nicht gut. #LT	negative
"""Die NSA-Spionage macht uns weniger sicher"" - http #NSA #PRISM"	neutral
Alkohol! Jetzt! Mehr Alkohol! Sofort!	positive
Achtung, politisch unkorrekter Witz!! http	negative
Er kann es nicht lassen – Xavier Naidoo doch wieder mit Musik-Show im TV!: Xavier Naidoo kann einfach nicht au... http	neutral
@user 2-0 Toko :) war eine ganz starke Vorstellung!!! #Danke #GCZ	positive
34 km, 615 hm. #Duscht mich! Knie schmerzt. #Aua! #Fertig! #Wasser! #Willinsbett #mimimimi	negative
Fremdartiges Gefühl – Kirsten Dunst: Noch nicht bereit für Kinder: 31 Jahre alt, eine langjährige Karriere als... http	neutral
@user schlafet Wohl, wehrte Dame!	positive
Als was geht Merkel in die Geschichte ein? 1. Streuselkuchenkanzlerin 2. #merkelphone 3. Wendekönigin 4. erfolgr.WahlkampfSchlaftablette 5.?	negative
[EDOEB] Aktualisierte technische Dokumente InTV: Die technischen Dokumente wurden aktualisiert. Freundliche... http	neutral
....auf meinen Schatz warten♡ (@ apt Hiller GmbH w/ @user) http	positive
Weltbild zerstört: Tageziel erreicht! RT @user: Mein ganzes Weltbild ist jetzt im Arsch.	negative
#telmi #dewa Sport: Fußball/1. Bundesliga: Eintracht Braunschweig geht in Hamburg unter	neutral
@user Kein Problem dass du erst jetzt antwortest! Lieber später als nie. :)	positive
"RT @user: Fiedler (CDU) bezeichnet Snowden als Verräter. ""Ich mag solche Leute nicht, der will nur Geld machen"". Unglaublich. #plen…"	negative
Znojmo holt alten Bekannten http #Sport #Eishockey	neutral
"""Stell dir vor, Österreich müsste bei der WM gegen Brasilien spielen!"" Wir lachen uns tot."	positive
@user @user @user :-/	negative
Software gegen Überwachung: Verschlüsseln soll einfacher werden http via @user	neutral
16 Auszubildende beenden erfolgreich ihre Ausbildung - http	positive
"""...größer als bisher angenommen."" Wat'n Quatsch! Wer soll da wieviel angenommen haben? Wir denken das Schlimmste and then some! #GCHQ"	negative
RT @user: 'Bundesregierung verhindert strengere Abgasnormen'. BMW spendet fast 700 Millionen an #cdu. Lobbyisten im Kanzleramt! http	neutral
Hab voll bock nachher Pokemon Puzzle League spielen. lass euch dann davon teil haben =3	positive
Für'n Arsch. Echt.	negative
Medien ohne Moral – 25 Jahre nach dem Gladbecker Geiseldrama #srf http	neutral
@user dafür KICK ASS	positive
RT @user: *stirbt gelassen aus*	negative
@user kurzprosa	neutral
@user your welcome	positive
Miley Cyrus übertreibts langsam leicht.	negative
@user:#Hypo #Real #Estate Ex Chef klagt seit Jahren sein Gehalt ein.Nun fordert HRE Schadenersatz v Ex-Managern http	neutral
RT @user: Ich muss wieder mehr Beats machen. NEVER SLEEP CAUSE SLEEP IS THE CAUSE OF DEATH #nasvoice #music… http	positive
"dasErste Mediathek http text/css Unglaublich! ""Miete rauf, Mieter raus!"""	negative
Weisheit des Tages: Wer gut schminkt, brauch weniger Schlaf	neutral
@user mach das, @user wird dir unheimlich dankbar dafür sein	positive
same shit again :/ #ak #abschlussklasse #10 #rsbonlanden #realschule #scheiss #schule http	negative
RT @user: Alles wird gut! Pofalla erklärt Probleme dieser Welt für beendet - http #pofalla	neutral
@user jaaaaa, hätteste halt ma Entwürfe mit Sinn gemacht, wa!? :-P	positive
Ausgeglichenes Spiel,Hummels mal wieder ne Katastrope. Ein UE wäre wohl verdient gewesen aber so ists auch Ok. http	negative
#wahlschau Kriminelle Südländer überfallen brutal Rentner http	neutral
@user umm, shoot, ummm #DugMyOwnGrave. Lol.	positive
Die erste große liebe vergisst man nie ;(	negative
Fiat Panda Neuwagen günstig kaufen mit Rabatt - Premiumcars24 Neuwagen kaufen mit Rabatt http	neutral
Gut 21 Lauf-km im Sack &amp; pünktlich zurück, um den FRANKFURT MARATHON zu verfolgen.	positive
@user Damit machst du dir den Rhythmus dann komplett kaputt.. Versuch mal komplett wach zu (cont) http	negative
06.08.13 16:00 Bludenz: heiter, dunstig 31°C. Wind:N/4 km/h. Regen:0,0mm http	neutral
@user nice. verdammt nice. danke. ich hätte mich echt geärgert, wäre mir das entgangen.	positive
@user Ich glaube nicht, dass ich da schlafen könnte.	negative
RT @user: Sony Smartwatch 2: Intelligente Uhr im Hands-On: Sony zeigt auf der IFA seine bald in Deutschland erscheinende... http	neutral
@user Ne ne, eindeutig !!! SP-lastig;-)))@user @user @user	positive
mir geht heute sowieso alles auf die nerven	negative
#Deload phase 1 Day 7! #SHFAthlete #HTH (@ Grand Platinum Fitness) http	neutral
@user Ach schatz. :'D wir waren uns doch einig, dass ich Hörn habe.	positive
Wieso nennt ihr euch @user wenn man keine infos bekommt? Einfach stillschweigen und 20min weniger Verspätung anzeigen?	negative
@user Programm neben Ai?	neutral
Peach vodka flush kar di meine :)	positive
Robbens Bewegungen beim feiern sehen nicht gut aus…. WTF	negative
Schon gewusst: 4010 hat das Comfort Complete Friends L Paket, bei dem Ihr 24x 10,- € sparen könnt....und wir... http	neutral
RT @user: @user YO SWAQGGY!	positive
Saftig geschriebener Taschentrafo	negative
@user Keine Ahnung.	neutral
@user Jep! Für mich auch bitte! Guten Morgen! :-)	positive
@user Oh ja... und wenn man dann auch noch unterm Bett säubern muss ._.	negative
Wo Unrecht zu Recht wird,wird Widerstand zur Pflicht!!!	neutral
Wow, das war echt witzig, Max. Applaus.	positive
Montag soll einfach sterben gehen. PUNKT.	negative
@user Zuerst der XBox Controller, und danach die Bonbons um den Schmerz zu trösten.	neutral
man muss drittklässler lieben. vorpubertät for the win. :D	positive
Manche Menschen sehen ohne Schminke echt komisch aus o_o'	negative
#GEWINNSPIELTEILNAHME #gratis! Mit Glück eine #Playstation 4✔ GEWINNEN? ➽http ✔ #gewinnspiel	neutral
@user Altmaier war schon hier. Aber auch schnell wieder weg... #Termine ;-)	positive
Innerseelischer Konflikt :-[	negative
Merkwürdiger Traum!	neutral
@user deal! Helles? Augustiner? Was möchtest du?	positive
@user leider kaufen genau bei Sparkassen viele Leute sowas :(	negative
@user meine Erfahrungen: Cardio (&gt;30 min) &amp; low Carb.	neutral
@user Dieser Blick 'ne? Ich liebe den. xD http	positive
@user soll tun,was er für richtig hält Dennoch sei mir erlaubt nicht glücklich zu sein,wenn 2 WM-Spieler verkauft werden #Gomez #Gustavo	negative
Clogs: Birki SUPER BIRKI AS #68621, Unisex-Erwachsene... http #birki #blau #blue #sandalen #super #unisexerwachsene	neutral
So unfassbar müde - gute Nacht, ihr Hübschen &lt;3	positive
Was für ein jämmerlicher Haufen. RT @user: Oracle: Open Source nicht für das US-Militär geeignet http #linux	negative
Clogs: Ganter Sonnica, Weite E... http #520280570000 #clogs #damen #ganter #grau #pantoletten #sonnica #weite	neutral
RT @user: @user @user seine tweets haben zu 99% einfach keinen sinn 😂 http	positive
@user Das macht mir Angst.	negative
Gefragte Produkte: K&amp;N Luftfilterreinigungsset: ReinigungssatzDer Reinigungssatz besteht aus… http	neutral
@user *schaut ihn nach dem Kuss an und muss anfangen zu lachen* ha ha du schaust so doof aus ,, schau mal in den spiegel :P	positive
zurück zum sushi house? RT @user: Geht gar nicht...hab schon wieder Hunger..	negative
Raus aus den Schulden: Peter Zwegat rettet Familienplanung eines Paares: Diesmal steht Peter Zwegat in seiner ... http	neutral
"""Ich hab das internet gelöscht"" Na dann herzlichen Glückwunsch!"	positive
"Aogo? Wofür? Sinnlose ""Verstärkung"" #s04"	negative
Bundesliga Wrap: Eintracht Frankfurt bounce back, Stuttgart lose again http - #1 Fan @user	neutral
@user Natürlich :D was denkst du denn?	positive
Fressen Lieben Kotzen #veranstaltung http	negative
Also meinen namen eher nicht. Aber wir können natürlich auch mal aufnehmen. LG Schmiddy_LP (@user http	neutral
@user Die Liebe unter Verwandten. :'3	positive
@user ich werde halt trotzdem noch viel zu schnell mad	negative
Arbeitgeber: Studenten halten nicht mehr viel von Banken http	neutral
@user Gute Nacht Angelika, schlaf gut und träume was Schönes! ♡	positive
@user Wehe, ihr schaltet @user nicht pünktlich auf!	negative
@user was macht Obama wenn in Syrien innerhalb der nächsten 9 Tage wieder Giftgas von den Rebellen eingesetzt wird?	neutral
Endlich! Uli Hoeness schlägt zurück. #steueraffäre #stern #vorverurteilung #informant http	positive
Ok ich komm so nicht klar, hab grade meinen gastvater aus England getroffen.	negative
#TVDuell Frage an die beiden : Ich muss mit weniger als 400€ im monat klar kommen warum wird die jugend die... http	neutral
"RT @user: ""Guten Tag, verehrte Fahrscheine... äh... Fahrgäste."" (Piotr Schuff)"	positive
Oder vielleicht liegt's auch einfach an mir. Vielleicht bin ich einfach so abgrundtief scheiße.	negative
RT @user: RT @user: iPhone Gold. Das Ed Hardy unter den Mobiltelefonen.	neutral
RT @user: Welch geiler Slogan!! Besser geht's nicht !!!!!!!!! “@bvb_blog_berlin: EVONIK!!! TOP SPONSOR!!! http	positive
@user kent ten ns3eb kein chiwahed fdari :(	negative
"RT @user: @user : ""und sie sind also der Sohn von Frau blaskow?"" - nachtwächter des Hotels: ""und das müsst ihr jetzt auf…"	neutral
Mukke machen war wieder mega gut! Jetzt wird erstmal schön geschlafen! #gutenacht #welt http	positive
zu große tunnel sehen so hässlich aus im going to vomit	negative
.. allein open source eine chance hat, käufer und besitzer von software zu schützen, daher wird es weitere angriffe gegen open source geben	neutral
#awww #Hasen #Kaninchen #rabbit #Babys #looove #bei #uns #an #der #schule! #so #flauschig #und #klein!… http	positive
@user in Deinem Zeitfenster sicher nicht. Aber ab KM 30 werde ich gerne nass ;-) @user @user	negative
Studie: Ökolabel für Autos bei Verbrauchern kaum bekannt http #Riester	neutral
@user @user gratuliere!	positive
Die Websites der NPD sind bei mir grade down. Dabei suche ich Argumente aus der rechten Ecke ... Unauffindbar. :/	negative
Verspätete Zahlung: Nach 17 Jahren erhält Mann sein Preisgeld http	neutral
Too much dessert! hehe http	positive
leider wurde um 17:06 aus versehen meine SIM gesperrt (GK) und nun kann ich weder telefonieren noch simsen // what to do? @user	negative
Der Herbst bringt große Raubfische http #angeln #herbst	neutral
@user Ooook....enttäuschen nicht, sieht aber aus wie mehr als 20cm Unterschied, deswegen :) have fun	positive
Brauche mehr Hoodies... habe kein Geld.. fuk yu moni	negative
@user @user Keine Pumpen im Tiefbhf? Liegt bei Hochwasser Tiefbhf unter Neckarpegel, so daß Abflußrohre nix bringen würden? #S21	neutral
@user lief risch gut;)	positive
RT @user: Schule :( Nach diesem Wochenende einfach keine Lust....	negative
Alasan Kempf Tolak Gabung Juventus: Wonderkid Eintracht Frankfurt; Marc Oliver Kempf menolak untuk pindah ke J... http	neutral
@user woahaaa geil lea :) das muss echt ein geiles Gefühl sein. Krass. Glückwunsch :')	positive
Will einen neuen Header aber ich bring es nicht übers Herz mein jetzigen tollen Header zu entfernen ;-;	negative
RT @user: Herr, breite Deine Arme aus und spende mir Schatten. Amen #jesus #christ #sonnenstich http	neutral
@user Ich mag ihn auch echt gerne, haste fein gemacht!	positive
@user dortmund nicht schön	negative
RT @user: Kurzübersicht was wir #piraten im Bundestag erreichen wollen (1/2) #btw13 /bo http	neutral
@user Guten Morgen. Wünsch' ich Dir auch! Muss heute aufs Zollamt fahren meine Quilts abholen - yay, endlich! Was liegt bei Dir an?	positive
"RT @user: ""Ich hab meinen Döner verloren. ICH SOLLTE NIE EIGENE KINDER HABEN. ICH KANN NICHT MAL AUF MEINEN DÖNER AUFPASSEN!"""	negative
#opblitzkrieg Innenminister Pistorius täuscht Interesse an Datensicherheit vor! http #GAGA	neutral
Draußen grau &amp; regnerisch. Perfekt für 5 Folgen Shopping Queen. 👍	positive
@user's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.	negative
A13 Zwischen AS Kayl und AS Schifflange Bauarbeiten, Fahrstreifen gesperrt, Dauer: 22.08.2013 08:30 Uhr bis 16:00 Uhr #ACL_A13	neutral
♫ Lerelei Lerelei ohhhhhhhhh Lerelei ♫ Maite #EventoDigital	positive
Glückliche Pärchen. Ih. Pfui. Bäh. Aus!	negative
Schäuble: Neues Paket für Griechenland würde kleiner ausfallen – Presse http #dowjones	neutral
@user um chicken duh ily	positive
"RT @user: NSA-Kritiker Ilija Trojanow: ""Die Regierung verteidigt unsere Rechte nicht"" http"	negative
RT @user: Onliekommunikation erzeugt soziale Kälte. #Symbolbild @user @user http	neutral
@user Hat bei meinen Facebook Freunden noch keiner gemacht xD	positive
RT @user: CDU/ CSU = Stillstand CDU/CSU + AFD = Rückschritt nahe zu ins Mittelalter	negative
#bz: Kein Geldbeutel: Karl Lagerfeld bezahlt niemals selbst http #berlin	neutral
@user lmao ich lach mich schlapp	positive
@user ok😔	negative
HR:  +++ Flum freut sich über Konkurrenz +++ Eintracht Frankfurts Johannes Flum hadert nach der knappen... http	neutral
Ohne dich, bin ich wie ein Stern ohne Licht... ♡	positive
Josephine Angelini: Göttlich verloren http	negative
Offene Kamine Design: Tipps für ein gutes Geschäft Herd mit Hilfe von Auction Web-Sites bekommen http	neutral
Bitte, bitte - haut voll rein. Lasst die BL nicht zu langweilig werden. Forever HSV @user: Countdown zum BL-Start....! Come On #BvB !!!	positive
@user ---- uuffffff	negative
Grand Theft Auto 5 - Erster DLC heißt angeblich »North Yankton«	neutral
@user Hübsch!	positive
"@user ""viel viel Koffein, wenig wenig Feingefühl"""	negative
1. Gleichbehandlungsausschuss: 1. ordentliche Sitzung bereits passiert #uvsitzung13	neutral
@user sieht sicher cool aus zB mit Schwarzer Strumpfhose u Stiefeln!	positive
Einmal Weltuntergang zum Mitnehmen bitten. Danke.	negative
RT @user: PS4 / Xbox One: Ed Fries sieht große Publisher verschwinden http via @user #xboxone #playstation4 #konsolen	neutral
Amazon Smartphones, Handys, Telefone, Zubehör &amp; mehr - immer günstig! http	positive
@user Keine gute Nachricht.	negative
#2: Gangster Squad (Steelbook, exklusiv bei Amazon.de) [Blu-ray]: Gangster Squad (Steelbook, exklu... http #actionfilm	neutral
Wtf Genzlinger (Paul) aus New Girl spielt bei Being Human mit O.O WTF O.O	positive
Selten sinnloser Beitrag @user: Ahnungslosigkeit durch Digitalisierung http #realitätsferne #nichtsverstanden	negative
Ins Blog stellen oder nicht …	neutral
Köln Nachrichten: Gamescom 2013: Besucherzahlen explodieren http	positive
Ich würds mir am liebsten meine Beine abhacken, so weh tut das. Offene Blasen, juhu ...	negative
"RT @user: Stiftung Warentest: ""Keiner schneidet gut ab"" 13 Onlinespeicher http ""Manko: Daten­sicherheit ..."" (German …"	neutral
Ihre Augen entkleideten ihn geradezu - langsam aber sicher - Stück für Stück http @user #erotik #humor #liebe	positive
@user Und mein Fisch dauert noch 20 Minuten :(	negative
Kind sagt, ihr macht immer nur Quatsch!	neutral
@user hahaha tragisches Ende einer wundervollen Beziehung	positive
@user So soll's sein, hoffentlich überwiegt aber nicht das Leiden dararn oder darunter, aber Liebe ganz ohne leiden ist nicht zu haben!	negative
@user Hilft Zeit, Arbeit und Geld sicher weiter, wenn man dann auf Twitter gegen Leute rantet. I see the point.	neutral
Aber wie cool war bitte der Kristen Stewart Tweet?	positive
@user Ka..ich träum immer unlogisch :'((	negative
@user jag va hungrig, ok?	neutral
#psalm #23 #ich #will #bei #dir #bleiben #mein #leben #lang #gott #ist #immer #da #seine #arme #sind… http	positive
@user biological parents cause depression	negative
RT @user: früher war mehr 20:15 uhr.	neutral
RT @user: Super: #Gysi klarer Gewinner bei ARD #ueberzeugtuns zur #btw13 mit 45,3 %! http	positive
@user Frühdienst und leider nicht am WE frei. Schlaf gut	negative
Hola @user	neutral
Qualität Alter Klassikgitarre Sehr Gute Klang und Gut Erhalten: Hamburg | Qualität Alter Klassikgitarre Sehr G... http	positive
@user @user ich erwarte gar nix mehr vom @user	negative
Robert Hartmann leitet Spiel gegen St. Pauli http	neutral
@user da bin ich in letzter zeit auch öfter und heute war es da richtig schön :3	positive
@user wieso sollten man Leute für Dummheit belohnen?	negative
Preisabschlag 50% Preis: 15,00 €. Textilien: s.Oliver SELECTION Damen Bolero 3/4 Arm 11.307.39.1820, Gr. 34,... http	neutral
„verfluchte scheiße geil“	positive
Irunge metu getehe-_-	negative
Die besten Schweizer Kredite des Monats Juli 2013! http	neutral
"Speechless~""@user: Kangen @user :')"	positive
Oh oh Die Batterien sind leer....das wird meinem Schatz nicht gefallen....	negative
"pv magazine Deutschland: ""Suntech fehlt klarer Businessplan"" http"	neutral
Heute 7h 1min und 54s Videoday geschaut war voll toll Y-Titty beste Leben. #ytitty #haltdeinmaul #videoday #videoday2013	positive
@user besseres kompetenteres Personal einstellen?	negative
RT @user: Darf euch meine Brüste nicht zeigen. Findet der Mann nicht toll. Müsst Ihr halt Eure zeigen!	neutral
@user *gaaaaaaaanz fest drück* was los?	positive
@user meiner nicht.. -.- Warte noch darauf, dass meine Tutorien ausgelost werden und die Chancen werden immer schlechter.. -.-	negative
Gefragte Produkte: Schild Durchgang verboten: Kunststoffschild;Farbe: gelb;schwarze Schrift; http	neutral
SGE ;-) Eintracht Frankfurt siegt auch gegen Maccabi Tel Aviv http	positive
Verstoßen...	negative
Mit dem Texte schreiben Geld verdienen| Geld verdienen mit Blogs und der Webseite http | #geld #verdienen #backlinks	neutral
Ach und: Gratulation nach Münster. Have Fun in der nächsten Runde.	positive
Manche Leute können echt nicht buchstabieren. Da denken einige nach Android 4.4 KitKat kommt direkt Oreo oder Twix. Dafuq?	negative
Geldsorgen Fehlanzeige: Williams zuversichtlich #F1 http	neutral
Per 'Pelle' Nilssons Einsatz gegen den FC Augsburg fraglich - erneuter möglicher Startelfeinsatz für Berkay... http	positive
@user Einfach kein Deo nehmen?! #nutzlosevorschlaege	negative
übrigens sind das im neuen nintendo 2ds keine zwei separaten bildschirme, sondern nur ein(!) großer... http	neutral
@user Just be grateful you're not Miley Cyrus	positive
Soo. Die #22UhrNonMention 's dürfen nun beginnen...meins war schon. Zu früh. Besser als gar nich.	negative
„Acta Materialia Student Award 2013“ für Dr. Melanie Timpel, #HZB. Preisübergabe 28. Oktober, MS&amp;T, Montreal. (arö) http	neutral
@user schön, nicht?	positive
@user weh...	negative
@user Gute Nacht! Können Sie erklären, was passiert mit der Unterzeichnung des zaqueiro Vilson SEPalmeiras?	neutral
@user solche Worte passen nicht zu einer so hübschen Frau. :-)	positive
@user @user Waaassssss???? Wer sagt sowas denn? Alter Schwede 😳!Hoffe nicht die Jungs selber!	negative
@user dagegen spricht natürlich, dass jede Serie irgendwann endet... // @user	neutral
@user Falls Karyu dann Angelo verlassen würde. ^^	positive
Börse Frankfurt: US-Geldpolitik macht dem Dax zu schaffen http #Geld #Finanzen	negative
Venedig: Großer Preis der Jury für Film aus Taiwan! http http	neutral
@user aynen öyle schaweater :) @user	positive
@user läuft und hat so gut wie keine änderung mitsich gebracht. optisch zumindestl.	negative
K+S: Erwartet schwach http	neutral
@user ja. *-* wunderschön vorallem diese insel war der Traum *o*	positive
Nervt mich voll, dass ich Samstag nicht da hin kann.	negative
RT @user: Urteil: Katholische Schule darf muslimischen Jungen ablehnen... http	neutral
Komme dank meines Feuerwehrausweises gratis aufs Frequency.	positive
(reagiert nicht)	negative
Muss bald mal bei H&amp;M bestellen. 	neutral
@user Aber die Seite schaut echt toll aus :3 Und da steckt sau viel Liebe drin :3	positive
@user Schmeckt bestimmt nicht sehr gut.	negative
Beim Abendbrot ne, da saß meine Schwester neben Luka.	neutral
Oooooaaaa Robert Pattinson sieht in der #DiorRob Werbung megaheiß aus. Respekt Robert :o	positive
". o O ( warum ist Hitler ÜBERHAUPT noch irgendwo ""Ehrenbürger""? ) Ich deute das Wort ""Ehre"" wohl falsch. Würde vieles erklären."	negative
@user War eine eigene Buchungszeile. Kann's leider nicht mehr im Online-Banking einsehen aber in meinem eigenen XLS @user	neutral
Dat was echt zn sarcastische lach weetjewel.	positive
