text,label,source
@user: #Berlusconi ha ragione. La fiducia sulla manovra del governo #Monti sarà inevitabile. @user @user,neutral,sentipolc_2016
Spero che questa sera non facciano vedere solo #Grillo che urla ma anche quello che fa il #M5S a #serviziopubblico e #piazzapulita,positive,sentipolc_2016
"#movimento5stelle di #Grillo al 7,2%? che c'è di strano? in #italia la #politica perde credibilità e l'antipolitica avanza di qualnquismo",negative,sentipolc_2016
@user ultima chance per il presidente napolitano se il governo monti non dovesse farcela vedi foto http,neutral,sentipolc_2016
#Grillo magari non avrà risposte certe per l'Italia.. Ma è una ventata di freschezza ed è dalle novità che nascono le idee migliori!,positive,sentipolc_2016
colpo di scena nel nuovo Governo #Monti. Più che colpo di scena mi sa che sarà il solito inciucio... #facimmeimpresse,negative,sentipolc_2016
"#rt seguimi e ti seguo. Voglio seguire tanti Smilers, Selenators, Directioners, Lovatics, Beliebers e altri fandom di cui fate parte. x38",neutral,sentipolc_2016
"@user manca poco, nn vedo l'ora di rivederti ❤️❤️❤️",positive,sentipolc_2016
GASPARRI: Sulle liberalizzazioni il governo Monti si è mostrato poco coraggioso http,negative,sentipolc_2016
"I'm at Il Bar dell'Università (Torino, Italia) http",neutral,sentipolc_2016
@user mhmh ~ *annuisce entrando piano nell'appartamento* finalmente al caldo~,positive,sentipolc_2016
"e in mysterious lady, la sua voce ci sarebbe stata perfettamente. invece come al solito é relegato a fare i background vocali.",negative,sentipolc_2016
harry e tay sarebbero venuti in italia.,neutral,sentipolc_2016
Non riesco a trovare nani e ballerine nel governo Monti. Ci deve essere un errore! :),positive,sentipolc_2016
RT @user: Vi dovete strozzare con la mozzarella della pizza (la vera mozzarella della vera pizza) che con tanto gusto mangiate quando…,negative,sentipolc_2016
"Sto leggendo \""Nelle Trame della Moda\"" http via @user",neutral,sentipolc_2016
@user con #Grillo tutta la vita!!! W il #M5S.,positive,sentipolc_2016
La via per uscire dalla crisi per la Bce è a senso unico; la manovra varata dal governo #Monti sembra andare contromano http,negative,sentipolc_2016
"22/4/2011:- Fu leakkato il Remix di \""TTWE\"" con Niki Minaj e Ke$ha- \""S&M REMIX\"" sale alla #1 della Billboard hot... http",neutral,sentipolc_2016
@user Mario Monti dice le parolacce,positive,sentipolc_2016
sto di merda in tutti i sensi,negative,sentipolc_2016
#Congo Civili e operatori umanitari nel mirino http,neutral,sentipolc_2016
"http http 'sti due mi fanno morire. Potrei anche shipparli.  Ah, già lo faccio",positive,sentipolc_2016
Ci battiamo non solo per #equità dei #sacrifici in #manovra ma anche per la loro utilità. Su entrambi #governo #Monti in pesante #deficit.,negative,sentipolc_2016
La vostra stella: l'oroscopo di domani (3) http,neutral,sentipolc_2016
Il governo Monti è politicissimo . Buon lavoro e speriamo di votare prima del 2013 | Tempi: http via @user,positive,sentipolc_2016
@user #serviziopubblico si capirà solo quando si toccherà il fondo ...tutti però,negative,sentipolc_2016
"De Laurentiis: \""La giustizia sportiva ora va cambiata, Napoli-Juve è come Napoli contro l'Italia. Il http",neutral,sentipolc_2016
Amo Demi in una maniere che non riesco nemmeno a spiegare.,positive,sentipolc_2016
Allargare la flessibilita' in uscita per il Governo Monti,negative,sentipolc_2016
#Beppe #Grillo #Puglia Caccia alla strega http  #hithotit,neutral,sentipolc_2016
@user  Fantasia sorridere E poter  dire c era una volta.  Con tanti occhi diversi Invisibili,positive,sentipolc_2016
Il Parlamento fa a pezzi la #manovra del Governo #Monti. Le agenzie di rating degli hashtag lo declassano da #rimontiamo in #rimontato.,negative,sentipolc_2016
"http PORTA A PORTA, OSPITE MARIO MONTI",neutral,sentipolc_2016
Auguri di buon lavoro al neo Presidente del Consiglio dei Ministri Mario Monti ed a tutto il Governo. Good Luck Italia #oramonti #italia,positive,sentipolc_2016
Il #populismo è un nemico della #democrazia. I regimi reazionari sono nati nella cultura populista. #Grillo è un fenomeno inquietante.,negative,sentipolc_2016
@user a Milano c'erano 2 rigori per il Barcellona !!!!,neutral,sentipolc_2016
@user Che emozione,positive,sentipolc_2016
Mario Monti è conosciuto dal 60% degli intervistati. Che però preferiscono chiamarlo gamberi e zucchine. serena gandhi http,negative,sentipolc_2016
GOVERNO MONTI E DISABILITA': A ROMA LA MANIFESTAZIONE DI TUTTI A SCUOLA | http http,neutral,sentipolc_2016
"Fini, governo Monti non e' fallimento della politica Politica ANSA.it (cont) http",positive,sentipolc_2016
@user mi riferisco alle procedure dei ristoranti - se non si seguissero entro 15 giorni andrebbe tutto a ramengo,negative,sentipolc_2016
Se il governo #Monti vuole rappresentare un vero cambio di passo #Malinconico si deve dimettere,neutral,sentipolc_2016
La «buona fede» del Professor Monti* | Global Project http,positive,sentipolc_2016
Mario Monti stasera a 8 e Mezzo. Che vergogna avere un Presidente del Consiglio che si abbassa a comparire in postriboli televisivi.,negative,sentipolc_2016
Liberalizzare pure il #carcere? Secondo il governo #Monti si può http,neutral,sentipolc_2016
La lega non sosterrà il governo monti. Comincio a strapparmi i capelli x il dispiacere.,positive,sentipolc_2016
@user dopo #piazzapulita #serviziopubblico trovo la parola giusta x definire #Grillo ..guru..piacciono i sermoni,negative,sentipolc_2016
Controlla questo video Napoli De Magistris chiede al Governo Monti un tavolo su Napoli http via @user,neutral,sentipolc_2016
"@user per forza succedere qualcosa di bello dopo.È una specie di legge cosmica. e poi andrà tutto bene,ne sono più che sicura.",positive,sentipolc_2016
GENTE CHE PARLA MALE DEI @user ...FATEVI UNA VITA PRIMA CHE VE LA DISTRUGGA IO U.U,negative,sentipolc_2016
#Grillo boicottato a #Palermo? Namo bene! http,neutral,sentipolc_2016
@user @user ahahaah ma a me va bene anche SS! :D tranquilli ahaha,positive,sentipolc_2016
"“dovrei ringraziare scooby doo,perchè è grazie a lui se ho imparato che i veri mostri sono le persone.”",negative,sentipolc_2016
"I'm at Tutti Frutti SM Centerpoint (Quezon City, Metro Manila) http",neutral,sentipolc_2016
Scusa ma ti chiamo amore ☺,positive,sentipolc_2016
Vedo che la gente sta accogliendo Mario Monti come fosse il Messia. Chissà se sarà lo stesso quando toccherà pesantemente i loro portafogli!,negative,sentipolc_2016
“@BadiniCreateam: Street art in Milano | http | #streetart #milano #salone #fuorisalone #design”,neutral,sentipolc_2016
@user Anche io la vedo stasera!:),positive,sentipolc_2016
"\""#Grillo contro tutti\"". Toh, che novità. Non l'ho già sentita una headline simile? Il vecchio che \""avanza\""...",negative,sentipolc_2016
"Tra la #Guzzanti e #Grillo c'è solo una differenza di medium: da internet alla cara, vecchia tv. Ma la traducono in maniera uguale: tribuna.",neutral,sentipolc_2016
Fenomenale Lucia Annunziata: oggi ha voluto far capire a Mario Monti che come direttore del Tg1 lei sarebbe molto meglio di Lilliput Gruber,positive,sentipolc_2016
@user Superficialità imbarazzante. Quando si abbassa la guardia i risultati sono questi: la ferocia è sparita,negative,sentipolc_2016
La lettera della #Confartigianato #Asti indirizzata al presidente del consiglio Mario #Monti http #lavoro #artigiani,neutral,sentipolc_2016
@user in caso qualche volta facciamo la web :) Hai Ovo?,positive,sentipolc_2016
Il Fiscal Compact come il governo Monti: chiamano salvataggio l'assicurazione della fine.,negative,sentipolc_2016
@user ....finamente!!! Ti stai divertendo in Italia eh???😜😜😜,neutral,sentipolc_2016
@user osservando la gif di Chul che mi ha passato @user mi viene in mente che io c'ho un prestito ancora da riscuotere XD,positive,sentipolc_2016
posso fare una domanda stupida? ma tutte ste belle cose che chiede la lega al governo Monti perché non le ha fatti quando era al governo?mah,negative,sentipolc_2016
Un folignate nel Governo #Monti? #MoscaMoschini #Foligno,neutral,sentipolc_2016
"@user Oh,Grazie *-*",positive,sentipolc_2016
L'unica cosa buona del governo Monti è che non ci sorbiamo più il nano. Adesso però andiamo a votare per favore! #serviziopubblico,negative,sentipolc_2016
Lettera al premier mario monti Corriere della Sera Inviato da iPad http,neutral,sentipolc_2016
@user mario monti subito!,positive,sentipolc_2016
RT @user: Quel momento frustrante in cui il tuo miglior amico si innamora della persona che ti piace,negative,sentipolc_2016
I tagli del Governo Monti partono dai senatori a vita. #Scalfaro,neutral,sentipolc_2016
@user @user @user grazie   signori............. ma a me piace che posso farci?,positive,sentipolc_2016
"#serviziopubblico è l'unico programma che sta facendo informazione, gli altri veramente sono l'istituto Luce con sto governo #Monti",negative,sentipolc_2016
@user stai dimostrando di avere le palle! Hai fatto più che bene! Certi soggetti non si meritano di vederti giocare a calcio!,neutral,sentipolc_2016
"Governo Monti, Napolitano: Operare per il bene del Paese - Politica e Società 2.0 http via @user",positive,sentipolc_2016
"È bello cambiare lavoro ha detto Mario Monti, 68 anni, pornodivo ! @user",negative,sentipolc_2016
"#Pogba: \""Dicono che somiglio a Vieira? No, io sono Paul e basta\"" quanto a personalità nn è paragonabile a nessuno! #JuveUdinese",neutral,sentipolc_2016
"@user Grz,buon anno anche a te.Bnotte Rossella :-)",positive,sentipolc_2016
spero di cuore che @user confermi di non voler entrare nel Governo Monti: tutti voti che andranno al @user #cinismoapalate,negative,sentipolc_2016
Andando appresso a Mario Monti... si dimentica l'origine del problema.. http via @user,neutral,sentipolc_2016
Per chi questa domenica si annoia...nuovo post sul mio Blog!... http,positive,sentipolc_2016
"Lacrime e sangue degli italiani, ma per che cosa? Tre domande per il professor Monti http",negative,sentipolc_2016
L'intervento di riduzione della spesa previdenziale operato dal Governo Monti: http,neutral,sentipolc_2016
Ho la risposta a tutte le vostre domande:  Si,positive,sentipolc_2016
Perrie è una bellissima ragazza e struccata sta bene. Non capisco perché debba truccarsi con tutti quella roba. Sembra Platinette tra poco,negative,sentipolc_2016
TT ITALIA 03:48 1.#cinemaInChiesa 2.#serviziopubblico 3.#Grillo 4.Trota 5.Levon Helm 6.Prince Of Persia 7.Damon and Elena 8.Lega,neutral,sentipolc_2016
@user buon pomeriggio Micaa ♥ ti voglio bene.,positive,sentipolc_2016
@user ricorda alla Tua internazionale le #vittime della scellerata politica del Governo #Monti! Che voi sostenete!,negative,sentipolc_2016
Governo Monti: la diretta streaming dal Senato per la fiducia http #monti #fiducia #senato,neutral,sentipolc_2016
buonanotte :-),positive,sentipolc_2016
Chi parla di #democrazia sospesa è un un analfabeta della #Costituzione. #governo #Monti,negative,sentipolc_2016
@user Per quando si prevede il ripristino del servizio? Grazie.,neutral,sentipolc_2016
Giusto andare avanti con le #liberalizzazioni. Speriamo che #Governo #Monti e #Parlamento non si facciano intimorire. #Taxi,positive,sentipolc_2016
"RT @user: In teoria, Maradona deve 39mln allo Stato Italiano. In pratica, prende 100mila euro dalla tv di Stato. E tutti applaudon…",negative,sentipolc_2016
"#Grillo vi farà anche \""da megafono\"", ma attualmente non avete ancora un programma nazionale chiaro e inequivocabile. #PiazzaPulita",neutral,sentipolc_2016
Un governo Monti senza Di Pietro e la Lega: un insperato Bingo per questo povero paese.,positive,sentipolc_2016
Chi dice che il governo Monti è una primavera ha un'idea approssimativa delle stagioni #assembleasel,negative,sentipolc_2016
Pilota e restaura magnifiche auto con #CSRClassics per iPhone. È GRATIS! http http,neutral,sentipolc_2016
@user grazie mille tesoro nkdjf,positive,sentipolc_2016
@user guarda.. anche se legge il tweet nn me ne frega niente... troppo stronzo.. giuro.. adesso gli scrivo in chat...,negative,sentipolc_2016
@user Ahahahhh sudare no buono :D Grazie mille Fra! 😀,neutral,sentipolc_2016
Governo: Monti vincerà la sfida puntando su equità e giovani http,positive,sentipolc_2016
"È timida,riservata,introversa e questo la fa odiare ancora di più.",negative,sentipolc_2016
@user hai commenti circa l'ennesimo attacco alla Bonino durante il passaparola di Fini del 23/4/2012 sul blog di #Grillo ?,neutral,sentipolc_2016
Ora un enorme in bocca la lupo a Mario Monti. Lo aspetta un'impresa titanica. Buon lavoro!,positive,sentipolc_2016
"ciao, sono ancora io carlottina e ti dico che mi fai sempre più pena, w 1D! (@user live on http",negative,sentipolc_2016
