text	label
Brunetta sostiene di tornare a fare l'economista, Mario Monti terrorizzato progetta di mollare tutto ed aprire un negozio di pescheria	negative
@user: #Berlusconi ha ragione. La fiducia sulla manovra del governo #Monti sarà inevitabile. @user @user	neutral
Spero che questa sera non facciano vedere solo #Grillo che urla ma anche quello che fa il #M5S a #serviziopubblico e #piazzapulita	positive
#movimento5stelle di #Grillo al 7,2%? che c'è di strano? in #italia la #politica perde credibilità e l'antipolitica avanza di qualnquismo	negative
@user ultima chance per il presidente napolitano se il governo monti non dovesse farcela vedi foto http	neutral
#Grillo magari non avrà risposte certe per l'Italia.. Ma è una ventata di freschezza ed è dalle novità che nascono le idee migliori!	positive
colpo di scena nel nuovo Governo #Monti. Più che colpo di scena mi sa che sarà il solito inciucio... #facimmeimpresse	negative
#rt seguimi e ti seguo. Voglio seguire tanti Smilers, Selenators, Directioners, Lovatics, Beliebers e altri fandom di cui fate parte. x38	neutral
@user manca poco, nn vedo l'ora di rivederti ❤️❤️❤️	positive
GASPARRI: Sulle liberalizzazioni il governo Monti si è mostrato poco coraggioso http	negative
I'm at Il Bar dell'Università (Torino, Italia) http	neutral
@user mhmh ~ *annuisce entrando piano nell'appartamento* finalmente al caldo~	positive
e in mysterious lady, la sua voce ci sarebbe stata perfettamente. invece come al solito é relegato a fare i background vocali.	negative
harry e tay sarebbero venuti in italia.	neutral
Non riesco a trovare nani e ballerine nel governo Monti. Ci deve essere un errore! :)	positive
RT @user: Vi dovete strozzare con la mozzarella della pizza (la vera mozzarella della vera pizza) che con tanto gusto mangiate quando…	negative
"Sto leggendo \""Nelle Trame della Moda\"" http via @user"	neutral
@user con #Grillo tutta la vita!!! W il #M5S.	positive
La via per uscire dalla crisi per la Bce è a senso unico; la manovra varata dal governo #Monti sembra andare contromano http	negative
"22/4/2011:- Fu leakkato il Remix di \""TTWE\"" con Niki Minaj e Ke$ha- \""S&M REMIX\"" sale alla #1 della Billboard hot... http"	neutral
@user Mario Monti dice le parolacce	positive
sto di merda in tutti i sensi	negative
#Congo Civili e operatori umanitari nel mirino http	neutral
http http 'sti due mi fanno morire. Potrei anche shipparli.  Ah, già lo faccio	positive
Ci battiamo non solo per #equità dei #sacrifici in #manovra ma anche per la loro utilità. Su entrambi #governo #Monti in pesante #deficit.	negative
La vostra stella: l'oroscopo di domani (3) http	neutral
Il governo Monti è politicissimo . Buon lavoro e speriamo di votare prima del 2013 | Tempi: http via @user	positive
@user #serviziopubblico si capirà solo quando si toccherà il fondo ...tutti però	negative
"De Laurentiis: \""La giustizia sportiva ora va cambiata, Napoli-Juve è come Napoli contro l'Italia. Il http"	neutral
Amo Demi in una maniere che non riesco nemmeno a spiegare.	positive
Allargare la flessibilita' in uscita per il Governo Monti	negative
#Beppe #Grillo #Puglia Caccia alla strega http  #hithotit	neutral
@user  Fantasia sorridere E poter  dire c era una volta.  Con tanti occhi diversi Invisibili	positive
Il Parlamento fa a pezzi la #manovra del Governo #Monti. Le agenzie di rating degli hashtag lo declassano da #rimontiamo in #rimontato.	negative
http PORTA A PORTA, OSPITE MARIO MONTI	neutral
Auguri di buon lavoro al neo Presidente del Consiglio dei Ministri Mario Monti ed a tutto il Governo. Good Luck Italia #oramonti #italia	positive
Il #populismo è un nemico della #democrazia. I regimi reazionari sono nati nella cultura populista. #Grillo è un fenomeno inquietante.	negative
@user a Milano c'erano 2 rigori per il Barcellona !!!!	neutral
@user Che emozione	positive
Mario Monti è conosciuto dal 60% degli intervistati. Che però preferiscono chiamarlo gamberi e zucchine. serena gandhi http	negative
GOVERNO MONTI E DISABILITA': A ROMA LA MANIFESTAZIONE DI TUTTI A SCUOLA | http http	neutral
Fini, governo Monti non e' fallimento della politica Politica ANSA.it (cont) http	positive
@user mi riferisco alle procedure dei ristoranti - se non si seguissero entro 15 giorni andrebbe tutto a ramengo	negative
Se il governo #Monti vuole rappresentare un vero cambio di passo #Malinconico si deve dimettere	neutral
La «buona fede» del Professor Monti* | Global Project http	positive
Mario Monti stasera a 8 e Mezzo. Che vergogna avere un Presidente del Consiglio che si abbassa a comparire in postriboli televisivi.	negative
Liberalizzare pure il #carcere? Secondo il governo #Monti si può http	neutral
La lega non sosterrà il governo monti. Comincio a strapparmi i capelli x il dispiacere.	positive
@user dopo #piazzapulita #serviziopubblico trovo la parola giusta x definire #Grillo ..guru..piacciono i sermoni	negative
Controlla questo video Napoli De Magistris chiede al Governo Monti un tavolo su Napoli http via @user	neutral
@user per forza succedere qualcosa di bello dopo.È una specie di legge cosmica. e poi andrà tutto bene,ne sono più che sicura.	positive
GENTE CHE PARLA MALE DEI @user ...FATEVI UNA VITA PRIMA CHE VE LA DISTRUGGA IO U.U	negative
#Grillo boicottato a #Palermo? Namo bene! http	neutral
@user @user ahahaah ma a me va bene anche SS! :D tranquilli ahaha	positive
“dovrei ringraziare scooby doo,perchè è grazie a lui se ho imparato che i veri mostri sono le persone.”	negative
I'm at Tutti Frutti SM Centerpoint (Quezon City, Metro Manila) http	neutral
Scusa ma ti chiamo amore ☺	positive
Vedo che la gente sta accogliendo Mario Monti come fosse il Messia. Chissà se sarà lo stesso quando toccherà pesantemente i loro portafogli!	negative
“@BadiniCreateam: Street art in Milano | http | #streetart #milano #salone #fuorisalone #design”	neutral
@user Anche io la vedo stasera!:)	positive
"\""#Grillo contro tutti\"". Toh, che novità. Non l'ho già sentita una headline simile? Il vecchio che \""avanza\""..."	negative
Tra la #Guzzanti e #Grillo c'è solo una differenza di medium: da internet alla cara, vecchia tv. Ma la traducono in maniera uguale: tribuna.	neutral
Fenomenale Lucia Annunziata: oggi ha voluto far capire a Mario Monti che come direttore del Tg1 lei sarebbe molto meglio di Lilliput Gruber	positive
@user Superficialità imbarazzante. Quando si abbassa la guardia i risultati sono questi: la ferocia è sparita	negative
La lettera della #Confartigianato #Asti indirizzata al presidente del consiglio Mario #Monti http #lavoro #artigiani	neutral
@user in caso qualche volta facciamo la web :) Hai Ovo?	positive
Il Fiscal Compact come il governo Monti: chiamano salvataggio l'assicurazione della fine.	negative
@user ....finamente!!! Ti stai divertendo in Italia eh???😜😜😜	neutral
@user osservando la gif di Chul che mi ha passato @user mi viene in mente che io c'ho un prestito ancora da riscuotere XD	positive
posso fare una domanda stupida? ma tutte ste belle cose che chiede la lega al governo Monti perché non le ha fatti quando era al governo?mah	negative
Un folignate nel Governo #Monti? #MoscaMoschini #Foligno	neutral
@user Oh,Grazie *-*	positive
L'unica cosa buona del governo Monti è che non ci sorbiamo più il nano. Adesso però andiamo a votare per favore! #serviziopubblico	negative
Lettera al premier mario monti Corriere della Sera Inviato da iPad http	neutral
@user mario monti subito!	positive
RT @user: Quel momento frustrante in cui il tuo miglior amico si innamora della persona che ti piace	negative
I tagli del Governo Monti partono dai senatori a vita. #Scalfaro	neutral
@user @user @user grazie   signori............. ma a me piace che posso farci?	positive
#serviziopubblico è l'unico programma che sta facendo informazione, gli altri veramente sono l'istituto Luce con sto governo #Monti	negative
@user stai dimostrando di avere le palle! Hai fatto più che bene! Certi soggetti non si meritano di vederti giocare a calcio!	neutral
Governo Monti, Napolitano: Operare per il bene del Paese - Politica e Società 2.0 http via @user	positive
È bello cambiare lavoro ha detto Mario Monti, 68 anni, pornodivo ! @user	negative
"#Pogba: \""Dicono che somiglio a Vieira? No, io sono Paul e basta\"" quanto a personalità nn è paragonabile a nessuno! #JuveUdinese"	neutral
@user Grz,buon anno anche a te.Bnotte Rossella :-)	positive
spero di cuore che @user confermi di non voler entrare nel Governo Monti: tutti voti che andranno al @user #cinismoapalate	negative
Andando appresso a Mario Monti... si dimentica l'origine del problema.. http via @user	neutral
Per chi questa domenica si annoia...nuovo post sul mio Blog!... http	positive
Lacrime e sangue degli italiani, ma per che cosa? Tre domande per il professor Monti http	negative
L'intervento di riduzione della spesa previdenziale operato dal Governo Monti: http	neutral
Ho la risposta a tutte le vostre domande:  Si	positive
Perrie è una bellissima ragazza e struccata sta bene. Non capisco perché debba truccarsi con tutti quella roba. Sembra Platinette tra poco	negative
TT ITALIA 03:48 1.#cinemaInChiesa 2.#serviziopubblico 3.#Grillo 4.Trota 5.Levon Helm 6.Prince Of Persia 7.Damon and Elena 8.Lega	neutral
@user buon pomeriggio Micaa ♥ ti voglio bene.	positive
@user ricorda alla Tua internazionale le #vittime della scellerata politica del Governo #Monti! Che voi sostenete!	negative
Governo Monti: la diretta streaming dal Senato per la fiducia http #monti #fiducia #senato	neutral
buonanotte :-)	positive
Chi parla di #democrazia sospesa è un un analfabeta della #Costituzione. #governo #Monti	negative
@user Per quando si prevede il ripristino del servizio? Grazie.	neutral
Giusto andare avanti con le #liberalizzazioni. Speriamo che #Governo #Monti e #Parlamento non si facciano intimorire. #Taxi	positive
RT @user: In teoria, Maradona deve 39mln allo Stato Italiano. In pratica, prende 100mila euro dalla tv di Stato. E tutti applaudon…	negative
"#Grillo vi farà anche \""da megafono\"", ma attualmente non avete ancora un programma nazionale chiaro e inequivocabile. #PiazzaPulita"	neutral
Un governo Monti senza Di Pietro e la Lega: un insperato Bingo per questo povero paese.	positive
Chi dice che il governo Monti è una primavera ha un'idea approssimativa delle stagioni #assembleasel	negative
Pilota e restaura magnifiche auto con #CSRClassics per iPhone. È GRATIS! http http	neutral
@user grazie mille tesoro nkdjf	positive
@user guarda.. anche se legge il tweet nn me ne frega niente... troppo stronzo.. giuro.. adesso gli scrivo in chat...	negative
@user Ahahahhh sudare no buono :D Grazie mille Fra! 😀	neutral
Governo: Monti vincerà la sfida puntando su equità e giovani http	positive
È timida,riservata,introversa e questo la fa odiare ancora di più.	negative
@user hai commenti circa l'ennesimo attacco alla Bonino durante il passaparola di Fini del 23/4/2012 sul blog di #Grillo ?	neutral
Ora un enorme in bocca la lupo a Mario Monti. Lo aspetta un'impresa titanica. Buon lavoro!	positive
ciao, sono ancora io carlottina e ti dico che mi fai sempre più pena, w 1D! (@user live on http	negative
Buongiorno e buon pranzo a tutti con l'informazione locale di RADIO LUCE NOTIZIE..	neutral
@user Il governo Monti è stato costretto a fare un passo indietro. I referendum sono salvi. Ora avanti con la ripubblicizzazione!	positive
#piazzapulita, ma #Grillo attacca le televisioni con una sequenza di chiacchiere.Lui,che è #Grillo grazie alle TV.Ma vada a quel Paese	negative
#RIPAlissiaItalianBelieber ripenso alla.nostra prima.conversazione.con @user	neutral
È palese che #Grillo quello che fa lo sta facendo perché ha il fuoco della passione dentro. Per questo mi piace. #ServizioPubblico	positive
Dopo #Obama a spingere per il governo #monti mancano solo l'uomo ragno e superman #fatepresto	negative
Il decreto sulle carceri del governo Monti | Il Post http via @user	neutral
Preferisco fare affidamento su un #Grillo piuttosto che su un Bossi o un Berlusconi. Onestamente eh, poi magari non farà un cazzo.	positive
Oddio #Alfano annuncia lapiùgrande novità politica, #Casini il Partito della Nazione, #Grillo delira e il #PD dorme. #Burlesque male minore	negative
Decreto liberalizzazioni del governo monti in formato pdf completo http	neutral
GASPARRI: Sì al governo Monti per senso di responsabilita' http	positive
Governo Monti, la delusione di Bersani: Affidare dicastero a Passera segno di poca discontinuità rispetto al precedente Governo .	negative
#seriea #diretta #Calcio - Calciomercato, la Roma cerca rinforzi. L'obiettivo e Kuyt del Liverpool,... http #streaming #live	neutral
Franceschini: Governo Monti, impossibile fare meglio http	positive
Se #Grillo è un demagogo, #Rutelli,#Bersani,#Alfano, ecc.. cosa sono ?Tutti pronti a #illudere la #gente per recupearare i voti persi.	negative
RT @user: Anche il Portogallo in piazza contro l'austerity #contropiano http http	neutral
@user Canzone FANTASTICA!Riesci a trasmettermi molto e hai ancora tanto da dire, non vedo l'ora di ascoltare..ogni tua parola	positive
@user: È evidente che Calderoli gestisce il personal branding di Mario Monti.	negative
@user #TgMattina #ditelavostra #Grillo Coalizioni: M5S+IDV+SEL+PD+Radicali. Si puo' fare?	neutral
Credo che monti.. Sia quello giusto #governo monti.... #piùomeno	positive
Comunque se avete ancora un neurone funzionante guardate su la7.tv la sputtanata che ha dato la #Gruber a #Grillo e ai suoi automi #grillini	negative
#Grillo dice che i giovani sono con lui ma dimentica che l'Italia è un paese di vecchi.	neutral
@user concordo! ma anche e in più, che siano considerate un punto di forza del governo Monti e non un bieco così fan tutti 	positive
Sciopero Generale il 27 gennaio 2012. Si protesta contro il governo Monti http	negative
#Frattini 'Le riforme strutturali sono parte dell'emergenza. Anche se c'e' il governo Monti non ce lo dobbiamo dimenticare'	neutral
@user  awwww grazie *w*	positive
Di Pietro dice no al governo Monti, mi sembra già di rivedere l'Ulivo e la sua simpatica caciara @user #FullMonti	negative
D'Alema sdoganerà pure il vaffanculismo di Grillo? Dopo aver definito la #Lega una costola della sinistra dirà che #Grillo è il culo del #Pd	neutral
uh, è pronto, torno subito ihih #off	positive
"http #Grillo \""...rischiamo di entrare noi al governo,ma è pazzesco\"". Pazzesco sì. Sveglia politica Sveglia!"	negative
Ecco l'Ici di Mario Monti secondo la Sora Cesira http	neutral
per ora con il governo Monti abbiamo recuperato la dignità. E non è poco!	positive
perchè continuo a sperare in una vita migliore?	negative
Si Si le agenzie di rating sono proprio innamorate del grande e probo governo Monti...... http	neutral
BUONGIORNO PUPEEEEEEEEEEEEEEE	positive
ma perchè l'applicazione di facebook per l'iphone, trema?	negative
"Monti difende le liberalizzazioni: ""Articolo 18 non sia un tabù"": Il premier Mario Monti difende le nuove norme... http"	neutral
@user è vero che tu fai l'università èè dai che alla fine andrà tutto bene. Io bene dai, un po' in ansia anche io, ma tutto shallo	positive
Mario Monti Vaffanculo	negative
Io e Daniela Spiga Squisitamente Zucchero vi aspettiamo il 10 novembre dalle 9.00 alle ore 13.00 per imparare a... http	neutral
-voglio bene,io ti amo proprio. ti devo moltissimo,mi hai sollivata nei momenti peggiori,e mi hai dato un sorriso in mezzo a un pianto-	positive
E' giunto il momento di non appoggiare Il governo #Monti votando no in massa. Lasciarlo alle corde, suonato.	negative
RT @user: Giornata dedicata al #nordicwalking nel parco regionale di #frasassi #destinazionemarche @user http	neutral
@user grazie cuore. c:	positive
boh, sono sola. che ho fatto di male per non essere ricordata e amata anch'io? perché non sono speciale?	negative
I FRATELLI ROSSELLI: http via @user	neutral
@user awwww *____* come sei dolce. Completi la mia vita amore mio ❤💋	positive
@user solo pane e acqua per Zeta no ti prego, non voglio averlo sulla coscienza magro per com'è già adesso!	negative
Che fare con le politiche sociali? Una proposta al governo #Monti http	neutral
@user non ci crederai ma l'ho trovato e mo me lo vedo subitooooooooooooo caspita so contento #nausicaadellavalledelvento	positive
STO MALE :c #rt seguimi ti seguo e ti faccio una domanda .. mi annoio :c #follow #followme x9	negative
