text,label,source
inclusive vou almoçar assistindo meu mozão #MasterChefBR,positive,sentiBR_2017
"Na moral a Fátima Bernardes ta ficando entrona,chata igual o Faustão #VideoShowAoVivo",negative,sentiBR_2017
Alguém sabe o que aconteceu com a Laura Müller no serginho? #altashoras,neutral,sentiBR_2017
Cortez o melhor #VideoShowAovivo,positive,sentiBR_2017
A geração nascida pelos 1940 mais ou menos é mto retrógrada.N tem como modificar essas cabeças.Só atrapalham na criação d netos #Encontro,negative,sentiBR_2017
o nariz é igual da mãe  #EDeCasa,neutral,sentiBR_2017
Essa diversidade de Ingedientes do Pará é espetacular #MasterChefBR,positive,sentiBR_2017
Já pensou? Serginho pedir perguntas e ninguém ter nenhuma? Ninguém levantar a mão?! #altashoras,negative,sentiBR_2017
Né que Arnaldinho tá no #encontro hoje. Que tiro,neutral,sentiBR_2017
Vale Tudo no #Encontro: novelão influencer ❤,positive,sentiBR_2017
"Ridículo Namaria dizer que ""tem brigadeiros melhores"" #Atardeesua #MaisVoce",negative,sentiBR_2017
Ninguém saí da sala!!! Ana Maria está ensinando a passar roupa!!!  #MaisVoce,neutral,sentiBR_2017
"@user  Filhos são uma benção na nossa vida, tenho gêmeos já estão com 21 anos... #AltasHoras #DiaDasMães",positive,sentiBR_2017
Sofri muito com a saída do meu amor Victor do #MasterChefBR,negative,sentiBR_2017
Se fosse ligação nosso amor seria enganooooooo  @MaiaraeMaraisa  #MaiaraeMaraisaNoBial #ConversaComBial,neutral,sentiBR_2017
Ele é muito fofo #TheNoite,positive,sentiBR_2017
Hora de virar sardinha no metrô em homenagem à prova do #MasterChefBR de ontem,negative,sentiBR_2017
Gente é Fatima Bernardes. Kkkkkk #VideoShowAoVivo,neutral,sentiBR_2017
MORTAAAAAAAAAA 😂😂😂 #TheNoite,positive,sentiBR_2017
EU ESTOU EM PRANTOS #MasterChefBR,negative,sentiBR_2017
#MasterChefBR Léo sai da competição,neutral,sentiBR_2017
Pelo amor de Deus! Deixem esse tchau do @user pra sempre no final @user ❤️ #TheNoite,positive,sentiBR_2017
"De boa, a gente tem que falar sério nesse momento: que porra é essa no #masterchefbr de exigir uma prova usando CALDO KNOR?",negative,sentiBR_2017
Aquilo não é uma calcinha... é quase uma bermuda #maisvocê,neutral,sentiBR_2017
Melhor episódio da temporada do #MasterChefBR só fecharia com chave de ouro se a Miriam saísse. O demônio essa mulher.,positive,sentiBR_2017
"quando o cantor começa a cantar a música diferente da original, isso quer dizer que ele já deve tá de saco cheio de cantar ela #altashoras",negative,sentiBR_2017
Carlos Alberto vai virar Youtuber #TheNoite #APracaENossa,neutral,sentiBR_2017
Pode shippar o @user e a @user ? &lt;3 #MasterChefBR,positive,sentiBR_2017
queria @user sentadas aqui no sofá de casa conversando cmg mas enquanto isso vamos vendo a #ConversaComBial #MaiaraeMaraisaNoBial,negative,sentiBR_2017
Ana parece aquela amiga que dá PT e se acaba na night. #MasterChefBR,neutral,sentiBR_2017
#thenoite.@user massa hoje,positive,sentiBR_2017
#MASTERCHEFBR tem q sair a Miriam já deu já... chatice,negative,sentiBR_2017
Sou apaixonado pela chef Paola  #MasterChefBR,neutral,sentiBR_2017
é legal ver a sua colunista preferida na tv. A @user está no #Encontro,positive,sentiBR_2017
Essa músiquinha não tá ajudando :( #MasterChefBR,negative,sentiBR_2017
Eu lavo louça e sou homem (só nao lavo banheiro rsrs)  #Encontro,neutral,sentiBR_2017
"Porquê, quando a gente gosta muito do entrevistado o tempo passa muito rápido? #MaisVoce",positive,sentiBR_2017
pq o Victor B saiu do #MasterChefBR,negative,sentiBR_2017
"Terça (16), séries e Talk Show da GLOBO marcaram:  #MisterBrau 20.7 #OsDiasEramAssim 15.1 #ConversaComBial 8.2 #RushMedicinaVIP 6.3",neutral,sentiBR_2017
"Muitos vão te dizer ""Eu Te amo"", mas Amor de mãe não se discute! #altashoras *Mary Help...💞😹🔥",positive,sentiBR_2017
Tô com saudades do jogo de panelas #MaisVoce,negative,sentiBR_2017
"#TheNoite Vamos deixar o Brasil sem presidente , agente faz um Grupão no Whatssap e vai decidindo as coisas ;",neutral,sentiBR_2017
CLIPE NOVO COM TERESA E DULCE EU NÃO VOU AGUENTAR 😢😭😍😍😍🙆🙆❤❤❤ @luceromexico  #DomingoLegal,positive,sentiBR_2017
Num vejo nada q preste #MasterChefBR,negative,sentiBR_2017
#DomingoLegal sao sebastiao do paraiso MG! Cidade pertinho de franca onde eu moro,neutral,sentiBR_2017
"#MaisVoce @user 😍😍😍  Ana Maria Braga deita no chão ao vivo, enquanto um cara gostoso faz movimentos sensuais em cima dela 😂",positive,sentiBR_2017
"Capacidade de gostar dos piores, só Jesus ! #ConversaComBial",negative,sentiBR_2017
Atílio e sua salada pra próxima audição do #MasterChefBR! #PorAmorNoVIVA,neutral,sentiBR_2017
"Patrícia Poeta magérrima, finge que come e de tdo no #EDeCasa, qual o problema da Tais Araújo que é atriz ter fingido que comia abóbora?",positive,sentiBR_2017
Nessa prova de eliminação do #MasterChefBR  de hoje.. o unico prato que eu tentaria comer era o da yuko.. Sardinha bléhr,negative,sentiBR_2017
Já vi tanta luta e tanta malhação hoje no #MasterChefBR que nem preciso ir amanhã na academia. será que vale?,neutral,sentiBR_2017
"""Cê esqueceu a letra?"" Kkkkk adorei essa agora #Encontro",positive,sentiBR_2017
- Quantos clipes?  - Um monte - Quantos?  - uns 7 ou 8.  . . . #altashoras,negative,sentiBR_2017
Oq temos para esse final de sábado??? Uma dose de #altashoras,neutral,sentiBR_2017
"#VideoShowAoVivo.  É ou não é a  filha de @user  ali, com Chacrinha?  Lindas!",positive,sentiBR_2017
Ninguém aguenta mais a Mirian e o Leonardo #MasterChefBR,negative,sentiBR_2017
Gente a Ana kkkkkkkkk #MaisVoce,neutral,sentiBR_2017
bela gil é toda calma né? bem good vibes adorei #altashoras,positive,sentiBR_2017
"Enquanto isso Mirian e Nayane continuam, aff #MasterChefBR",negative,sentiBR_2017
Já começou o #TheNoite,neutral,sentiBR_2017
@user segurando o sono só pra vê vocês #MaiaraeMaraisaNoBial #ConversaComBial,positive,sentiBR_2017
"""Eu não vou passar vergonha no meu próprio programa"" mas você sempre passa @user #TheNoite",negative,sentiBR_2017
"Gente, já pensou acontece uma briga real entre os convidados!? #MasterChefBR",neutral,sentiBR_2017
#ConversaComBial Que tema importante. Democracia ! Comunicação popular é o melhor caminho!!,positive,sentiBR_2017
Eu ja sabia só não respondi porque queria deixar outras pessoas responderem  #VideoShowAoVivo,negative,sentiBR_2017
Escondendo essa barriguinha de que? De nhoque né hahahah #VideoShowAoVivo,neutral,sentiBR_2017
"#MaisVocê eu n posso ver essas máquinas,q da vontade ter tds",positive,sentiBR_2017
#Encontro  para  essas cantoras sertanejas bregas de hoje em dia que dizem que não existia dupla sertaneja feminas antes viva #IrmasGalvao,negative,sentiBR_2017
"Já fui na padoca, fiz café da manhã pra Mainha e agora tenho q pensar no almoço. Vai ter que baixar um #Masterchefbr",neutral,sentiBR_2017
tenho que ir dormir mas o #MasterChefBR tá maravilhoso hoje,positive,sentiBR_2017
"@user @user Isso @user pede o fôlego e volta pra casa, pois ninguém mais aguenta você! #MasterChefBR",negative,sentiBR_2017
"Olha, amigo, eu sou a favor do desarmamento pela menor chance possível de levar um tiro, que tal?...#TheNoite",neutral,sentiBR_2017
"Prova muito emocionante, Não Vou Negar Que Chorei  #MasterChefBR",positive,sentiBR_2017
"#MasterChefBR MANO, OQ ACONTECEU ALGUÉM ME ATUALIZE",negative,sentiBR_2017
#thenoite 🎶🎼Se essa rua fosse minha...eu mandava ladrilhar...🎼🎶 Com pedrinhas de brilhante Só pro meu am♥r passar...🎶🎼 Bons tempos,neutral,sentiBR_2017
"Essa temporada do #MasterChefBR tá MUITO melhor que a temporada passada, socorro.",positive,sentiBR_2017
"Trem Bala 😩 a música é boa, mas já enjoou 😄 #ConversaComBial",negative,sentiBR_2017
E o barato de ter família grande é q vc não tem problema em socializar. Vc estranha qdo fica sozinho. #Encontro,neutral,sentiBR_2017
"Nossa, a inteligência e a sabedoria do Padre Fábio de Melo e ainda sendo entrevistado por Bial....que #TDB #ConversaComBial",positive,sentiBR_2017
"Não quero q o Douglas saia,pq acho ele bom cozinheiro e um docinho d gente.Nem q a Mirian saia,pq quero ela sendo má em grupo #MasterChefBR",negative,sentiBR_2017
ELVIRA E GERMANA RAINHAS #VideoShowAoVivo,neutral,sentiBR_2017
"Esse @user é mt gato, sangue de Jesus tem poder #DomingoLegal",positive,sentiBR_2017
#VideoShowAoVivo 😔 que saudade desses seriados,negative,sentiBR_2017
#TheNoite Matheus Ceará só fala merda slk. Kkkkkkkkkkmk,neutral,sentiBR_2017
@user melhor prato da noite #MasterChefBR Love u,positive,sentiBR_2017
"Bicho o cara falou um monte de merda em rede nacional, coragem né? Tem gente que tem muita coragem mesmo #Encontro",negative,sentiBR_2017
A Sophia Abrão tomou o lugar do Joca Lopes no #VídeoShowAoVivo?,neutral,sentiBR_2017
"Antônia Morais, talento e beleza que vêm do DNA! #VideoShowAoVivo",positive,sentiBR_2017
O #MasterChefBR me deu fome ontem ushausha,negative,sentiBR_2017
Vamos subir a tag  #bolsonaroEuconfio ... quem vem comigo? #MasterChefBR #OutraAmazônia #ProgramaDoPorchat #LulaEuConfio #AForcadoQuerer 😘,neutral,sentiBR_2017
Irmãs Galvão que amorzinho! Minha avó gostava tanto....bateu aquela saudade agora.... #Encontro,positive,sentiBR_2017
É agr a hora da verdade bye bye Miriam #MasterChefBR,negative,sentiBR_2017
Vanessa Da Mata depois de muitos anos e a voz é a mesma. #AltasHoras,neutral,sentiBR_2017
"Cara fala sério, @user vc é demais! #ConversaComBial",positive,sentiBR_2017
"Coitado do Douglas  Ele era mto criativo e cozinha mto bem, mas nem sempre sabia usar isso a seu favor no #MasterChefBR",negative,sentiBR_2017
"@user pro @user: ""Eu vou tentar trazer o ""tômpero""""! 😂😂😂😂😂😂😂😂😂😂 #MasterChefBR",neutral,sentiBR_2017
@user lindo no #EdeCasa😉,positive,sentiBR_2017
Passei mal assistindo a prova na parte que o Vítor se corto meu Deus quase desmaiei de vdd #MasterChefBR,negative,sentiBR_2017
KKKKKKKKKKKKKK JA DEU AQUELA BULINADA NA JU #TheNoite,neutral,sentiBR_2017
Se liguem no #AltasHoras que a maravilhosa @user tá lá 💙,positive,sentiBR_2017
#Thenoite pq os brasileiros qdo vão lá fora se esforçam p falar inglês sendo q aqui qnd vem internacionais não tentam falar nossa língua?,negative,sentiBR_2017
Daqui a pouco tem #MasterChefBr e nós tem escondidinho,neutral,sentiBR_2017
Aquele momento que você fica quase 24 horas sem entrar no Twitter para não saber quem saiu do #MasterchefBR,positive,sentiBR_2017
Pela primeira vez não tenho vontade de comer o que eles preparam... #MasterChefBR,negative,sentiBR_2017
"Fico me perguntando, será  que os filhos da Bela Gil comem de sobremesa pudim de chia com calda de mirtilo? Kkkkk #AltasHoras",neutral,sentiBR_2017
"O Thomas é a coisa mais gostosa desse mundo,q vntd de apertar ai mds #AltasHoras",positive,sentiBR_2017
Chorando ainda a saída do do @user do #MasterChefBR 😭😭😭😭😭😭😭😭😭😭😭😭😭,negative,sentiBR_2017
@user  #MasterChefBR @user  miga????? Isso é verdade?,neutral,sentiBR_2017
"#VideoShowAoVivo Melhor pessoa ""Sophia Abrahão""... mesmo estando atrasada chega arrasando. Muito divertido o vídeo show de hoje.",positive,sentiBR_2017
"Aí meu Deus, eu passo mal com essa Contagem final... Socorro 😰😰  #Masterchefbr",negative,sentiBR_2017
"Ansiedade por estar bem sempre, por sempre fugir do mau momento. (EU todinho) #ConversaComBial",neutral,sentiBR_2017
Maluma gatooo. Ja quero casar e ter filhos #TheNoite,positive,sentiBR_2017
"Porra ana maria ela n come abóbora e acabou, supera n é td mundo q gosta de abóbora #MaisVoce",negative,sentiBR_2017
"Por onde apresentamos a peça temos recebido vários relatos de abusos, pessoas se abrindo pela primeira vez #Encontro #HospitalDeBonecas",neutral,sentiBR_2017
Namaria tá impagável hoje vestida de unicórnio . A tiara foi a cereja do bolo rssss #MaisVocê,positive,sentiBR_2017
Credooo qto sangueee #masterchefBR,negative,sentiBR_2017
Estou esperando Laura  #AltasHoras,neutral,sentiBR_2017
"#VideoShowAoVivo Oi amores,que tal a Sophia fazer um  Filme sobre a Cláudia Raia e ela seria A própria Cláudia, bjos",positive,sentiBR_2017
ahhhh... uma semana pra ter #MasterChefBR de novo... :(,negative,sentiBR_2017
CADA DOSE CAI NA CONTA E OS 10% AUMENTA AI CÊ ME ARREBENTA E O CORAÇÃO NÃO GUENTA #ConversaComBial,neutral,sentiBR_2017
ZzzZzzZZzzzZzzzz... dia Pós #MasterChefBR  Sempre vale a pena ser um zumbi no dia seguinte 😴😴😴,positive,sentiBR_2017
"Hoje tem o Fogaça em A Prévia, só assim para eu assistir essa porcaria. #MasterChefBR #APrevia",negative,sentiBR_2017
"Sexta (12), as séries e Talk Show da GLOBO marcaram:  #OsDiasEramAssim 16.4 #ConversaComBial 7.5 #Homeland 6.7",neutral,sentiBR_2017
"@user Drauzio Varella? Tiozinho abortista, um poço de progreçyzmu. Vou assistir pra contar as ""lacradas"" que ele dará. #ConversaComBial",positive,sentiBR_2017
O @user deve estar armando esse #MasterChefBR hoje. So as coisa nojentona.,negative,sentiBR_2017
"@user mais um dia de trabalho normal, né? #MasterChefBR",neutral,sentiBR_2017
"João Vicente: ""minha mãe acha que a novela toda ta errada e o Lázaro ta certo"" BERRO #Encontro",positive,sentiBR_2017
aaaaaa Douglas não pode sair nao pfvvvv #MasterChefBR,negative,sentiBR_2017
"""Poder é um espaço abstrato que jamais permanece vazio "". #ConversaComBial",neutral,sentiBR_2017
O Masterchef hoje foi lindo e emocionante. Ver a garra de uma pessoa quando ela deseja algo é lindo e motivacional. #MasterChefBr,positive,sentiBR_2017
Mas essa moça é bem sem graça pra apresentar esse quadro hein?! Só fica calada. Animação filha... #EDeCasa,negative,sentiBR_2017
era alguma regra ser tudo verde todas comida? #MasterChefBR,neutral,sentiBR_2017
@user @user Contando os minutos  Amo #MasterChefBR  O melhor programa brasileiro de gastronomia 😍😍❤,positive,sentiBR_2017
O cabelo da Namaria está amarelo? #MaisVoce,negative,sentiBR_2017
Hoje ta tensão nível Hard no #MasterChefBR  😱😱😱😱😱😱,neutral,sentiBR_2017
"ai eu gosto de ver hein, vamos vitor b  #MasterChefBR",positive,sentiBR_2017
Por favor não me odeiem! Mas não suporto É o Tchan mais. Muito por detestar o Compadre #altashoras,negative,sentiBR_2017
"Que tal ouvirmos Banda Donica? Ė trazer Caetano, através do seu filho. 🎶🎹🎶🎸🎶 #VideoShowAoVivo.",neutral,sentiBR_2017
Socorro tô nervosa #MasterChefBR,positive,sentiBR_2017
"E ganhar uma NOTA PRETA? ganhar uma ""nota preta"" é ganhar muito dinheiro. #Encontro",negative,sentiBR_2017
Feliz Dias das Mães #DomingoLegal,neutral,sentiBR_2017
Tem dois bonitoes na minha tv  MAS OS MEUS OLHOS SO FOCAM NA FATIMA! Woww  #VideoShowAoVivo,positive,sentiBR_2017
Maluma só me lembra a Anitta desculpa jjkkkkk #TheNoite,negative,sentiBR_2017
Precisamos falar mais sobre ansiedade e depressão. #ConversaComBial,neutral,sentiBR_2017
Alô @user @user @user tem especial de 30 anos da Praça no #TheNoite hj. Bora divulgar,positive,sentiBR_2017
"""tá apertado"" ""mas tá bonito"" a triste realidade da vida #VideoShowAoVivo",negative,sentiBR_2017
Depois de todas as perguntas eu tenho certeza que sou pessimista Hahaha #Encontro,neutral,sentiBR_2017
Vídeo show me amorro #videoshowaovivo,positive,sentiBR_2017
Migo a expressão negra/negro é utilizada como conotação negativa na língua sim e é uma forma de racismo! para de bostejar please #Encontro,negative,sentiBR_2017
"Cantou ""eu acredito"" já sabemos quem será eliminado, né migos... #EuAcreditoFail #MasterChefBR",neutral,sentiBR_2017
Gostaria de vídeos da sandy cantando evidências no #encontro na minha mesa agora já por favor eu imploro eu preciso disso,positive,sentiBR_2017
Acabei de ver #MasterChefBR e tô um pouco abalada com essa eliminação 😢,negative,sentiBR_2017
"@user O que seria do jiló se todos gostassem de abóbora, não é?! #Diva #ThaísAraujo #MaisVoce",neutral,sentiBR_2017
Hije tem #MasterChefBR ai que tuuuuuudo,positive,sentiBR_2017
Queria a Aderlize na #EquipeAzul #MasterChefBR,negative,sentiBR_2017
"Aproveitando que o assunto é política, só queria dizer que eu sou um bom partido. mandem direct ❤️ #MasterChefBR",neutral,sentiBR_2017
"Vem gente, vai começar #MasterChefBR  #TeamYuko #TeamVitorB",positive,sentiBR_2017
"Ai cara, eu não acredito que o Vitor B saiu, quero chorar #MasterChefBR",negative,sentiBR_2017
"Pena que esse doutor é casado combina com Fátima ,😘 #Encontro",neutral,sentiBR_2017
"FATIMA BERNARDES NO MEU VIDEO É UM SHOW , NAO TO ACREDITANDO , AMEI 😍 #VideoShowAoVivo",positive,sentiBR_2017
"Fátima Bernardes cantando sandy sou eu tentando cantar em inglês: Só mexo a boca, faço cara de paisagem e canto porra nenhuma #encontro",negative,sentiBR_2017
"Aqui em Belém do Pará , o dindin é  chopp.  #VideoShowAoVivo",neutral,sentiBR_2017
"Adorei a Antônia Moraes abrindo o guarda roupa dá Manu,  são mega estilosas queria essas roupas pra mim 😍 #VideoShowAoVivo @user",positive,sentiBR_2017
falta é cheiro verde nesses pratos #MasterChefBR,negative,sentiBR_2017
dos competidores restantes a única que já passou de voltar pra casa é a miriam  #MasterChefBR,neutral,sentiBR_2017
"Até o Padre Fábio de Melo cantando Trem Bala, no caso, no #ConversaComBial",positive,sentiBR_2017
Descobrindo que não é só o Zé Felipe que é chato na novela. O ator também #DomingoLegal,negative,sentiBR_2017
"#Encontro beijo é troca de carinho, beijo meu marido em qualquer lugar, é só estar com vontade",neutral,sentiBR_2017
"Sheila Gomes, Cláudia Silva e Jessica Ribeiro bora ver o Fogaç...ops! Ver o #MasterChefBR",positive,sentiBR_2017
"Por que o #MasterChefBR termina tão tarde? Deveria ser um programa pra toda família, mas só os fortes sobrevivem. 🙁",negative,sentiBR_2017
Ver #MasterChefBR sem comer nada é impossível 🙅‍♂️! Rsrs,neutral,sentiBR_2017
Queria ter esse vocabulário rico que nem do @user #ConversaComBial,positive,sentiBR_2017
"Já pode mudar o nome do programa para "" Conversa com Ana Maria Braga "" 🤣🤣🤣#ConversaComBial #MaiaraeMaraisaNoBial começa logooo esse treeem",negative,sentiBR_2017
#MasterChefBR Vem forte que hoje a culinária é do Norte.,neutral,sentiBR_2017
Quer saber? Palmas pra você​ Victor B. 👏👏👏👏👏👏👏 #MasterChefBR,positive,sentiBR_2017
Morta com a Fatima falando q nao falar sobre a outra q quer ser a esposa 😂😂😂😂 #Encontro Ai q direta,negative,sentiBR_2017
Os cara como sem camisa assim? Normal? Só mais um dia de inverno #MasterChefBR,neutral,sentiBR_2017
"Meu sonho fazer a dançarina gay c/ E o tchan, alguém realiza isso pfvr HAHA ♡ #AltasHoras",positive,sentiBR_2017
Só tendo que usar fantasia que o Mingau troca de roupa.  #TheNoite @user,negative,sentiBR_2017
"nao se fala bvbl, é bvl só uai #VideoShowAoVivo",neutral,sentiBR_2017
#edecasa feliz dias das mãe beijos mãe ❤ &amp;#55357; ❤ ❤,positive,sentiBR_2017
"O cara ao vivo no encontro fala "" homem que é homem não lava louça "" mds, que machista!!!!!!!! #Encontro",negative,sentiBR_2017
"22h50 - Globo 20.6, SBT 9.7, RecordTV 6.1, Band 4.6 #MasterChefBR",neutral,sentiBR_2017
"Queria ver a #ConversaComBial hj eh o @user, AMO!",positive,sentiBR_2017
Não sei como o video show nao se cansa de fazer a mesma matéria sobre vestidos de noiva diferentes.  #VideoShowAoVivo,negative,sentiBR_2017
#MasterChefBR eu quero vê um quebra pau hj mininaaaa,neutral,sentiBR_2017
@user vc é incrível cara!!! #AltasHoras,positive,sentiBR_2017
"#Encontro falando sobre o que usar, o problema são os homens tarados que não tenho controle e ivadem o espasso e a liberdade da mulher",negative,sentiBR_2017
"Esse Tiago fala:  "" houve uma pressão "" . Eu traduzo na minha cabeça:  Não queria que fosse assim, mas mudou, têm mulheres.   🙄 #Encontro",neutral,sentiBR_2017
Eu quero um moletom igual ao do @user #MasterChefBR,positive,sentiBR_2017
"Ai pula para Vivianne Pasmanter, não to afim de ver matéria de frango a passarinho, nem de galinha eu gosto.   #MaisVoce",negative,sentiBR_2017
"""o que importa aqui é entregar o prato pronto"" Ana ja dando spoiler que Vitor sai #MasterChefBR",neutral,sentiBR_2017
"Germana e Licurgo, casal do ano que vc respeita  #MaisVoce",positive,sentiBR_2017
#quantico já teve mais showrunner que #masterchefbr passando na grade da Band HAHAAHAH,negative,sentiBR_2017
"Quem Ñ tem Deus,, Q tenha pelo menos Aristoteles Padre Fabio de Melo #ConversaComBial",neutral,sentiBR_2017
Gosto das palavras dessa mulher ai. É psicologa? #encontro,positive,sentiBR_2017
#MasterChefBR agora a Mirian tá rindo alguém pior que ela,negative,sentiBR_2017
