text,label,source
@fully_fundoo koi engineer thali baitha ho to mujhe ye bata do bhai ki ye 10 wale recharge me kitne milenege #unionbudget2015 #sabkabudget,neutral,sail_2015
Mare favroute sallu vi...,positive,sail_2015
Tera post aur madhur bhandarkar ki movies ek jaisi hai .. a good one but noone will apprehend ... ,negative,sail_2015
supperrb salman khan..,neutral,sail_2015
this is fake news shame on you media usa how much given you money blady media  .  .  .  .  .  .  . ,positive,sail_2015
sir wanted ki sequel kab aa rahi sir tere naam ke baad wanted ke baad dabang ab bajrangi bhaijaan,negative,sail_2015
kahan kahan memory se khod laate ho guddu bhai,neutral,sail_2015
Jis jis ko MH ki full form pta hai thoko like  p  D ,positive,sail_2015
"roz is waqt chipkte hai biwi se ,  aaj chipke hue hai tv se .  .  . aayyiiii",negative,sail_2015
naye patakhe kharid lo yaar ye purane bomb to fuss ho gye h ab tak .  .  .  .  . ,neutral,sail_2015
Bade dhayan se dekh rahe ho,positive,sail_2015
i am bigg fan of salman khan iam pakistani love love uuuu salman khan,negative,sail_2015
kaise ho ,neutral,sail_2015
anna ji aap agar sath aaye dilli nahni valki hindustan ko bjp aur congress mukt kar dengei,positive,sail_2015
just touched down in a practically balmy london. helsinki was fun as ever. last night we saw shamitabh. fun movie with parts shot in finland,negative,sail_2015
friends ap roj 500 rupees apko free milega,neutral,sail_2015
Did da big bash thing work ? Try big bear hug ? Dat stuff my friend never fails ;) ,positive,sail_2015
my xbox live ends tomorrow :( mw3 and gears3 all day !  hit me up ! ,negative,sail_2015
Toh seekh leta chalana ,neutral,sail_2015
akhil sharma chk this out,positive,sail_2015
"@gurmeetramrahim msg movie teaches to walk on right path in life ,to serve the poor people #blockbustermsg",negative,sail_2015
Ap ab fresh mind se ho? ,neutral,sail_2015
#delhidecides:this is definitely our #photooftheday after the #aapstorm yesterday! for more- http://t.co/omiztklncu http://t.co/ajrse5evmy,positive,sail_2015
"bola hai admin  ,  aankhe kholo duites  ,  know the all facts",negative,sail_2015
Apki movie me sbko bolna hai jai siya ram tab eed manegi acchi...,neutral,sail_2015
"Salman sir evry1 says m ur die heart fan, ,bt m ur huge huge huge huge huge huge crazy crazy die heart fan of urs",positive,sail_2015
Ye kya bomb dikha Rahe ho ,negative,sail_2015
meri mummy jb bhi kohra dekhti h tb kehti h cap pehno us pr mufler daalo n inner pehno fir sweater us jacket n socks n thermal pyjama .  .  .  .  .  . n i always used to say - ni mummy thand ni lg rhi h .  .  .  . n ske keeps putting clothes on me .  .  .  .  .  . luv u mom .  .  .  . ,neutral,sail_2015
"niggas boutta be droppin like flies down georgetown tomorrow  ,  you wont catchh me there  ! ",positive,sail_2015
"ab jindagi mai kabhi bhi ""dettol dettol dettol"" sununji, bc sirf #indvspak yaad aayega.",negative,sail_2015
Uske liye b koi to ladka hoga na ,neutral,sail_2015
m bhi  .  .  . m bhi .  .  .  katai chipak gya jabrang tareeke se,positive,sail_2015
"kya yar ,  happy new year dekhao naa",negative,sail_2015
anna je bhi fix ho gye h,neutral,sail_2015
aaj border star group par aur tirangaa zee cinema par aani chaahiye .  .  .  .  .  :p,positive,sail_2015
"harden got 25pts in the 3rd .  damn ,  maybe lin and harden can get my rockets to the playoffs . ",negative,sail_2015
Bol to ra tha k time lagta hai ,neutral,sail_2015
hehehehe .   .  . john cena ka sticker .   . really bachpan yaad aa gaya,positive,sail_2015
arrey !  !  mai to comments padhne aya tha .  ab tak koi comments nahi aye .  lagta hai mai jaldi agya .  :p chalo baad me aata hu . ,negative,sail_2015
Kon kehta hai ladki hasi tofasi . . ....... Arz kiya hai . . . . . Hasna to ladki ki ada hai . . ........ Jo ise mohbat samje wo gadhahai . . . .  p ,neutral,sail_2015
hoti hai bcoz parents kar chillate hai aur bf par had se zyada trust karte hai  .  usse bolo ki apne parents ki sune,positive,sail_2015
acha ji .... aisa kya ???? bt we wer nt lyk dt knd f seniors .... i mean hum to aise ni the ....  -D ,negative,sail_2015
Bhak sale place bataun r koe kam nae h kya mujhe ,neutral,sail_2015
great guddu,positive,sail_2015
koi aur kaam dhandha nhi hai ? kal monday hai  p ,negative,sail_2015
"coni is still looking for volunteers for the painting project that is expected to be completed on saturday ,  november 10 and november 17 . ",neutral,sail_2015
"i'm not the go out type .  saturday nights are my  "" stay up all night with the fellas on 360 ""  night ,  but i think i'll dive into paterno's bio . ",positive,sail_2015
kkk ,negative,sail_2015
sir .  .  chehre pr mat jaiye .  .  bahut nautanki baaj hai yeh launda .  .  :p,neutral,sail_2015
"garbage bin ,  waha pe petrol ki tanki hoti hai aur har baar sambhalke baithna padta hai aur brake lagte time bahut zooro se lagti hai :/",positive,sail_2015
"Thodi or jagha ho to . . Call cntr b khol dena ak , logo ko job b mil jayge . . . ",negative,sail_2015
mujhe lag rha h koi admin ham sab ko dhokha de rha h..,neutral,sail_2015
1992 me kharide hue patakhe aaj bhi pakistani nahi jala paye!!! #indvspak #indwins,positive,sail_2015
athens (reuters) - greek lawyers launched their defense of a prominent journalist on thursday charged with break .  .  .  http/URL,negative,sail_2015
think i might go see flight tomorrow just because denzel washington  .  . ,neutral,sail_2015
Baby now itz allready 4.06 com naa waiting ..,positive,sail_2015
Breathig problem ho gayi thi raat mein bahut ,negative,sail_2015
wifi ni h ,neutral,sail_2015
Gm?? ,positive,sail_2015
Are mujhe mammi k sath rehna hai mam ,negative,sail_2015
sir app jarur c m banoge advance me badhai ho,neutral,sail_2015
"aapne to bs gfts par e focus kra h , itta hisab laga rakha h gfts ka ,  o ",positive,sail_2015
bhai kaha gum ho gye,negative,sail_2015
modi ka majak to obama ne udaya tha :-d,neutral,sail_2015
@someUSER i wanted you to know that here in argentina is going to make a directioner fest 10 november te amo te amo te amo ! ,positive,sail_2015
rt @ramaninsan33: @gurmeetramrahim #msgrevolution #msgyouthicon dear dadddd its all because of uuuuu,negative,sail_2015
i hope i can get a ticket to the #1d concert in belgium !  !  ! you can't order them till saturday ! pfff .  .  . :s,neutral,sail_2015
ramdev baba baba nahu hai . neta hai . or badmash bi hai . ,positive,sail_2015
Ye Pakka hit h koi sala rok Ni sakta bhai ke film ko hit hone se,negative,sail_2015
"guddu ko koi centre fresh de do ,  hamesha bakar bakar ke chakkar mai pit jata hai .  :d",neutral,sail_2015
jab udbilaao pit raha tha tab vo udbilaao ki layi hui chips khane mei mast ho gaya .  .  .  wah wah :p,positive,sail_2015
sir delhi chunav me pehli baar mujhe aisa lag raha hai,negative,sail_2015
Regards ,neutral,sail_2015
" "" dream high 2 premieres on feb 20th with eng sub thru kbs world !  ""  ok noted",positive,sail_2015
channing tatum will be in white oak tomorrow .  .  . for all you stalkers out there,negative,sail_2015
i think it got eaten by a grue . - pc friday - diablo iii (ptr patch 1 . 05) | http/URL http/URL,neutral,sail_2015
sidhi baat hai golves kisi ke bhi ho bhai thand me hath me ball chipakana ni chaiye bhot buri chipakti hai :-p,positive,sail_2015
rupee ke girne se yaad aaya sonia gandhi ke tbyat kaise hai # pappu :p,negative,sail_2015
sun jb jyega na to usse phele milne aaiyu mjhse ,neutral,sail_2015
dear @narendramodi tell all @bjp4india ruling states cms to urge farmers don't fall in rumours about #landacquisitionbill @amitshahoffice,positive,sail_2015
Kaise ho bhai jaan mai apni gf k saath bajragi bhaijaan ka first show dekhne ja raha hu....,negative,sail_2015
bhai aap toh hit ho,neutral,sail_2015
sab muslim bahi se gujaris h ki duwa karo ki yes ramjaan me yeto h aagle sal ramjaan me ni ho,positive,sail_2015
"salman sir plzzzz sir madat kro sir mai 4saal se aapka number dhoond raha hu sir plzz madat kro mere parivar ko aapki jarurat hai salman sir plzzzz sir....yeh mera no...hai ..,.7355458113",negative,sail_2015
"@someUSER look at the countries we're playing ,  we were 6th seeds .  also we're missing ched evans ,  bellamy ,  ramsey ,  collins etc etc ! ",neutral,sail_2015
it is a shame  !  !  ! ,positive,sail_2015
"aaasaya kathula thoodhu vittu...sing this and sing line below in same ragga... ""stereo phonic sonata(sung as sun aata) #eksi #shamitabh",negative,sail_2015
garbage bin bhai (faisal bhai) is baar to emotional hi kar diya tune .  .  .  vakai dad .  .  .  dad hi hote hai chahe saala kuch bhi ho jae .  .  .  missing him in every moment .  .  .  .  :),neutral,sail_2015
ye mauka mauka wali advertise kabi aayi maine toh abhi dekhi hai just .  .  .  .  . :d,positive,sail_2015
@drgarekar kripaya mug bala chain hats dijiye.yakin maniye prabhuji souch ke baad chori nahin karunga. #railbudget2015,negative,sail_2015
delhi chief secy greets ak with a bouquet. ak greets him with aap's manifesto :-) #aapsweep #aapstorm,neutral,sail_2015
"modi bhaqts after #unionbudget2015.... tere pyar me humko kya mila, babaji ka thullu...",positive,sail_2015
Pak foje zinda bad <3,negative,sail_2015
it's 4'o clock,neutral,sail_2015
Hlo sir kya aap kbhi mujhse baat krege kuchh hai jo aapse share krna chahti hu,positive,sail_2015
Jab mil jaaye toh batana ,negative,sail_2015
shah rukh khan ki train wankhede nahi jaaegi . #railbudget2015 #celebtrains,neutral,sail_2015
Weat karna padega,positive,sail_2015
bas kuchh mb ka apps download kro aur earn karo jitna chaho,negative,sail_2015
kachua sir nahi aaye kya republic day ko .  .  . :p,neutral,sail_2015
omfgomfgomfgomfg the black dahlia murder/machine head/dethklok/all that remains are gonna be at the palladium in november !  *joooooooy*,positive,sail_2015
Yahan aane ka ,negative,sail_2015
"harakah: iran army monitoring all ships in gulf: tehran ,  oct 28: a senior commander of the islamic revolution gu .  .  .  http/URL",neutral,sail_2015
Negative marks krkr dara ra tha ,positive,sail_2015
"hamari bus main bhi ek dengu aata tha , ",negative,sail_2015
Kisko ,neutral,sail_2015
4:00 baj gya sir,positive,sail_2015
Bhaijaan...app tnsn free raho...,negative,sail_2015
"1 > Create a fake profile ( make it look like an old profile or if you already have one ... ) . 2 > Write \ "" such\ "" confessions . 3 > Know the admin ",neutral,sail_2015
Ohhoh Hrhe Aaja bhai Gujiya khale😉 Mne bnayi h 😃 ,positive,sail_2015
p + q +r = 51 .  .  solved !  gudoo yeh hai answer .  kachua sir se fast solve kar liya,negative,sail_2015
election ke bahane tata nano aur toyota innova ka bhi aaj khub promotion hogya #aapsweep #delhidecides,neutral,sail_2015
@someUSER yeah your game against the ravens was a thursday night game .  im sure you will pull for the giants these next 2 games,positive,sail_2015
are yahaan koi matar kyun nahi chheel raha ?  :p,negative,sail_2015
this years nba schedule got me pumped for the season .  knicks vs .  nets in its 1st nba's battle of new york .  we already know its nyk town . ,neutral,sail_2015
"Joy hind, Varot mata ki joy",positive,sail_2015
free wifi,negative,sail_2015
@pmoindia @railminindia toilet room abse saaf rahega ya nhi ?? #railbudget2015,neutral,sail_2015
assala muwalekum vhai zahan,positive,sail_2015
Me bhi ik actor hi hon song and drama se ret.kio ki ghaziabad ho islia miss karonga dilhi hota to zaror dekhta thanks,negative,sail_2015
"bc ,  kise ne notice kiya ?  guddu ke sweater par 'apple' ka symbol bana hai 3:)",neutral,sail_2015
Tatti na ,positive,sail_2015
@hdfclife @imvkohli manjula guruge to kohli...koi run nahi #myteammypride #indvsuae #cwc2015,negative,sail_2015
kya koi janta hai k  .  .  .  .  .  soniya italy mai bar dancer thi  .  .  aaj desh chala rahi hai  .  .  wtf,neutral,sail_2015
Okies ,positive,sail_2015
Respected sir aap aaj pure Bharat ki ummid ho ...ek naya savera aapne hi janta ko dikhaya he...ap dhup bhi nikaliye...,negative,sail_2015
love uuuu sallluuuu,neutral,sail_2015
☺☺☺☺ ,positive,sail_2015
Hahaha .. ,negative,sail_2015
"socha ,  tha ,  ke ,  aaj tere siwa kuch aur sochu .  .  .  .  subah se shaam ho gayi .  .  aur abhi tak isi  "" soch ""  mein hoon ke tere siwa kya sochu .  .  ?  ?  ?  like this page <3 if u someone love",neutral,sail_2015
pls mane call karo,positive,sail_2015
"anyone wanna go see #shedseven at boro on 14th december ?  ?  17 . 50 each .  let me know ,  i really want to go . ",negative,sail_2015
rofl  !  !  !  !  i cant stop laughing  !  !  ! ,neutral,sail_2015
naya batsman shehzad hai ya misbah ?? behencho mid off rakha hai !! #indvspak #pakvsind #cwc15,positive,sail_2015
iraq ke musal city me me iraq me hu  . 100 dollars me bikti hai mahila,negative,sail_2015
Bahut  mast  tha ,neutral,sail_2015
guddu ki khi khi khi .  .  .  .  .  laajawaab .  .  .  . :-),positive,sail_2015
guddu beta aaj school na jaiyo heehehe,negative,sail_2015
"can't blame uae, sons of rich fathers are always useless. even we have siddharth mallya. #indvsuae",neutral,sail_2015
Di il try mah best ,positive,sail_2015
perfect weather to finish a great week . saw noel fielding's show thursday at the ath .  meeting him would have made the week perfect ! ,negative,sail_2015
??how ? ,neutral,sail_2015
pooja ko btau??? ,positive,sail_2015
doing same with comedy nights with kapil :v,negative,sail_2015
nyc...mene active kr liya...,neutral,sail_2015
#blockbustermsg wen will msg 2 come eagerly waiting after watching msg,positive,sail_2015
"#301   We have instituted a new award for the best rack at IITB . This year's undisputed winner is Xxxxxxi Xxxxxxa ;) [ sorry confessor , we can't publish names but feel free to tag whoever you like ] ",negative,sail_2015
hame koi like kijiye hum bajrangi se kam nahi hai,neutral,sail_2015
To iska matlab tera valentine's day and raksha bandhan ek hi din ata hai ?  P ,positive,sail_2015
Bhai apki film ka whatsapp pr kuch mesg a rhe hai kya ye meg sahi hai,negative,sail_2015
"about india: auto production may end fy13 with 6% growth: cmie - mumbai: automobile production ,  which took a .  .  .  http/URL",neutral,sail_2015
hey washington senior !  have you had your senior portraits taken ?  the deadline for the yearbook is january 15 .  .  .  .  http/URL,positive,sail_2015
bheek me .  . chalk bhi milta ha kya sir,negative,sail_2015
nazar na lage par der aaye durust aaye #indvssa aahoo aahoo aahoo aahoo!!,neutral,sail_2015
Hain ,positive,sail_2015
Kya yaar admin aaj pehli bar confession dala tha wo b nhi posy kiya aapne ,negative,sail_2015
Ye suno ,neutral,sail_2015
Bhai Goli de rahe ho chotey bhai ko,positive,sail_2015
ye apne papa ki zanjeer par latka hua hai ........ ,negative,sail_2015
it's not a simple broom but a vacuum cleaner. @arvindkejriwal #aapstorm,neutral,sail_2015
Jab atal ji the to girvi sona unhone bhaarat me laya ... lekin manmohan jse grt economist hone k baavjood sona girvi rkhne ki naubat aa gyi h ,positive,sail_2015
"little shear under stress, but otherwise, a very fine fielding performance from south africa. good sport spirit #indvssa",negative,sail_2015
2034 ke world cup ka tyari chalu hai,neutral,sail_2015
exam date jaanbhooj ke tabhi rakhi jaati thi jab matches hote the  .  aur maths ka paper theek match ke next day hota tha,positive,sail_2015
Aap log bahot amir he aapke liye party karna aam baat he par un logo ka kya Jo aapna ilaj bhi nahi karva sakhte jese ke meri friend use apki help chahiye aor aap party kar rahe he aap uski khuch madad karde pliz,negative,sail_2015
practical karne ke baad b practical ke no . ni miley  -P ,neutral,sail_2015
Sallu miya wonder ful,positive,sail_2015
teri inhi harkaton se laat padti hai tujhe bar bar .  .  . ,negative,sail_2015
usse english me baat krne de ... tu hindi me usko rpl kr hameshaa .. dheere dheere usko v aadat h jyegi hindi me baat krne k ..  ) ,neutral,sail_2015
aj ki party bhaijaan ki taraf se.,positive,sail_2015
"@someUSER yes ,  anything possible ,  but u didnt answer 2nd question .  why back to 67 borders ?  to make israel weaker militarily ? if so , why ?  ? ",negative,sail_2015
"good news friends "" ",neutral,sail_2015
or jo game stiker mai hote hai vo kbhi ni hote,positive,sail_2015
@anmolagg20 everyone wants to b proven wrong abt it.. #cwc15 #indvspak,negative,sail_2015
if anyone really serious agnst #landacquisitionbill #landordinance thn first return land taken frm farmers to build samadhis of nehru-gandhi,neutral,sail_2015
Biryan acchi milti yha in bhopl,positive,sail_2015
seriously yr divya m proud of u har ladki teri jaisi ho jaye toh koi kuvh bol he nhi skta ,negative,sail_2015
"mummy pk movie dekhne chalein? ""haan, kaunsi movie?""",neutral,sail_2015
inborn talent :p,positive,sail_2015
"@someUSER @someUSER @someUSER print ain't dead yet cole ,  and i'm sure you know there's something special about sunday papers too . ",negative,sail_2015
superlike ..... this so called izzat is a product of male chauvinistic society . ,neutral,sail_2015
humari age ruk nahi rahi and ye guddu sala aur chota hota ja rha hai :p,positive,sail_2015
# msgincinemas hip hip hureee babu thanxx..,negative,sail_2015
Nah kab ? ,neutral,sail_2015
Just kholi hai abhi. ,positive,sail_2015
Wow is awesome hii iam Salman khan fone uthao yar khan fone uthao yar very very very nice voice iam so happy i love you Salman.<3,negative,sail_2015
aap ko vote  ?  delhi ka satyanaash . ,neutral,sail_2015
mummy ko pta hota tha ye sab .  .  . ,positive,sail_2015
Sir swach bharat mission ko gawon se shahro ki taraf lao Sir mission ki jinmedaari nagar nigam or parishd ko uttardaitav do Thanks,negative,sail_2015
16 .  vot bank ki rajneet ke chalte desh mein atanki hamale va mazahbi riots badhte jaa rahe the jise ab bina kisi bhed bhav ke khatam kiya ja raha hai,neutral,sail_2015
already fixed by bb8 b'coz gautam gulati is best friend h arpita khan ka so !  ! ,positive,sail_2015
mujhe to sidha daant padti thi .  .  .  bacho k hath me paise nahi diye jate warna bigad jayenge :d :d,negative,sail_2015
Osm party salman bhai apka gift,neutral,sail_2015
apna likha phla sentence pdho ... you dnt love him ! pta lagao ab uska aur do kaan k neeche do ! ,positive,sail_2015
mera teacher bhi aisa hi dikhta hai,negative,sail_2015
virat &amp; raina are on fire!!!!:d #goindiago #indvspak,neutral,sail_2015
Muslim hokar muslim ko hi neech bolte ho. .. Allah se daro. ...  ye saari dolat sab kuch yaho reh jayega. .. Khuda se daro,positive,sail_2015
salute hai aisi insaaniyat ko .  .  .  .  very nice .  .  . ,negative,sail_2015
Kabhi SUBHAS CH Bose & Bhagat Singh ki bhi baat kiya karo sirji....Jisne desh k tukde kar diye us aadmi (Gandhi) ki murti anvaran karte phir raheho @ narendra modiji,neutral,sail_2015
#landacquisitionbill kro trakki kissano ko maar ke ae jalim...bache tumhare bhi khush nai rhege...,positive,sail_2015
"@someUSER ahh me too :) if you like rella you'll like  "" ny ( ned flanders) ""   .  .  .  it's the 3rd song on vol .  2 ! ",negative,sail_2015
"india me sbse bde chalte firte terror group rss ka member hai modi  .  .  !  ghante ka development karayega wo  .  .  .  !  !  aur jo ye kahte h ki \  ""  we can't give congress chance again\  ""  to listen tum akele pura india nai bnate  .  .  .  !  !  india boht bda h  .  .  .  !  !  saare smjhdaar he lgte ho smjh he jaao baaki  .  .  .  .  !  ! ",neutral,sail_2015
kya sallu bhai baat krne ki bola lekin reply to kisi ko kr hi nhi rhe,positive,sail_2015
"bahut badiya ,  bahut hi undaa ,  kya baat ,  kya baat .  dil jit liya tune toh .  .  .  :d",negative,sail_2015
yahi to h real dracula  .  .  .  .  .  .  .  .  .  .  . ,neutral,sail_2015
"@drgarekar instead of sleeping in the parliament, he decided to sleep elsewhere. what is the problem? #rahulonleave",positive,sail_2015
"abe bhagao yaar  ,  ,  ,  ,  sale australia ke aage hamesha sar jhukwa dete hai",negative,sail_2015
kya strategy thi iski business spread karne ki,neutral,sail_2015
the grey huhuhuhu #fuckingawesome #btwftr 670 i'm going to sleep i need it tomorrow i've to work,positive,sail_2015
Plz bhai aa jao,negative,sail_2015
who going to club bodi tomorrow,neutral,sail_2015
medea jahan biki ho wahan kisi ki nahi chalegi or yahan(india) ka aalam kuch aisa hi h,positive,sail_2015
@sanjay_vis bjp bhakts aap supporter ko follow karraha hai.. ache din agae kyaa ? congrats on maharashtra #beefban janta krantikari hogae,negative,sail_2015
"duck hunt to kabhi paar nhi hui stage mujse ,  sabse ho jati thi  ,  gussa aata tha us dogi k upar :( :(",neutral,sail_2015
wo sab to thik h .  par ladka apna maar dhaad me superman h :d,positive,sail_2015
@gurmeetramrahim #blockbustermsg sadi tan jaan bh tusi ho jahan bhi tusi ho.. love u papa,negative,sail_2015
Go to fb ,neutral,sail_2015
Missingg holi bhai ,positive,sail_2015
Swagat nahi karoge humahra..???,negative,sail_2015
"cba for work this weekend ,  wana be a sloth on sunday with @someUSER and @someUSER",neutral,sail_2015
are bhai tumne hum hostlers ki dukhti rag me haath rakh di .  .  .  . missing famly .  .  .  :(,positive,sail_2015
bhaijaan app itnai deer bad kyu promotion krte ho,negative,sail_2015
mera bhi pura parivar ye show dekhta h or sochta h kiss tarah ladkiyo ki help ki jaye,neutral,sail_2015
four again...hahaha wtf..#indvsuae 50 up...52 to win,positive,sail_2015
abki bar kiran bedi (modi) sarkar . we will get fulfill mission 45 plus in delhi . ,negative,sail_2015
"baki sab same game ke different versions hote the ,  , ",neutral,sail_2015
gajab .  . ,positive,sail_2015
@dhanushkraja sema trailer! kalakkureenga ponga!! awesome amitabh!! #shamitabh,negative,sail_2015
rt @diggi840: no news of arrogance by aap people sofa. feeling good. #aapsweep,neutral,sail_2015
Aaai yar ,positive,sail_2015
Bihar(patna) kab aa rhe hai #Bajarangi_Bhaijaan ke promotion ke liye.,negative,sail_2015
plz dont came as a fraud client . ,neutral,sail_2015
rt @shipj: baag mein kaante purane hain..wah wah #unionbudget2015 #fm #arunjaitely,positive,sail_2015
Nawaj ne tohh kick bcha li iss baar dekhte h,negative,sail_2015
M sorry bhai 4pm me mjhe thoda kam h rat ko diner pe bat karte h,neutral,sail_2015
"@someUSER i preordered it on thursday/friday at midnight the night it came able to pre-order ,  love you and frankie .  x http/URL",positive,sail_2015
whatever happens .  mom's lap is the best place to relax :),negative,sail_2015
"When there is a will , there is a way ( Y ) ",neutral,sail_2015
I'm cent % sure this gondalf guy is paid admin . Paisa sab kuch kharid sakta hai  3 ,positive,sail_2015
"@someUSER @someUSER @someUSER @someUSER good news i bought candy today ,  bringing some on tues .  if it lasts",negative,sail_2015
"Akshay ,kahan ho. Lagta hai kho gai ",neutral,sail_2015
Milne ka plan banaynge .. ,positive,sail_2015
sab ka Bhai meri Jan Salman khan,negative,sail_2015
Tera kaisa chal rha h ,neutral,sail_2015
"interesting, just in one day, this govt has become pro - farmer &amp; anti-middle class according to opposition #unionbudget2015 #superbudget",positive,sail_2015
hum to taiyar hai,negative,sail_2015
shi kaha .. izzt loot li dollar ne INR ko 69 pe lake  p ,neutral,sail_2015
dont think of coming to delhi .. v bad place realy ..  p ab aa hi gye ho toh bhag jao .. ,positive,sail_2015
bachpan kaash firse mil jaye .  .  .  .  .  .  :'),negative,sail_2015
kisi ne pk movie dekhi hai amir khan ki?,neutral,sail_2015
9 0 1 3 8 3 8 3 2 7 ,positive,sail_2015
Salman khan ki jai ho,negative,sail_2015
"wid d raising number of farmer suicides in d country, what d govt. is trying 2 prove by introducing anti-farmer bills? #landacquisitionbill",neutral,sail_2015
bhai ye gag toh 26 se pehle post marte  .  .  . mast h .  . ,positive,sail_2015
"bhai mein toh bhool gaya tha supw ki class ,  tumko yeh sub kaise yaad rahti hain bachpan ki yaadein @someUSER bin",negative,sail_2015
score is 1 - 1 . now . BTW the kid never forgot the riding lessons . He still proudly claims to have learnt riding on a new CBZ .. 13 yrs ago . ,neutral,sail_2015
"sir rahul gandhi, you're lucky that you're not in the it industry, gives you a chance to take leaves at will! #rahulonleave",positive,sail_2015
Madarchod supar dupar flop ho gae teri movieâ€¦BUHUBALI ROCXxx :),negative,sail_2015
hadd h yr kuch gals ini dumb kyu hoti ...  -/  -\\ ,neutral,sail_2015
faisal bhai .  .  .  .  .  tum yaar humaare paap yaad dila dete ho !  !  !  ! ,positive,sail_2015
I love sallu bhai jaan,negative,sail_2015
mai suchii boliii sab hall mai bhai bhai wah bhaiii hi bolte hai haste hai josh mai aate hai bhut maja aata hai,neutral,sail_2015
everyone is about how good pk movie is and i am here waiting for pocket money.,positive,sail_2015
